ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
90.00,1623.00,1.50,22.54,75.93,98.47,19.85,22.05
99.00,1622.00,1.50,27.27,76.12,103.39,20.34,20.54
121.00,1511.00,1.54,40.74,91.01,131.75,22.96,18.97
118.00,1497.00,1.50,38.74,108.92,147.66,24.30,20.60
185.00,1391.00,1.51,95.23,154.62,249.85,31.61,17.09
194.00,1347.00,1.60,104.72,126.55,231.28,30.42,15.68
232.00,1329.00,1.57,149.77,149.52,299.29,34.60,14.91
247.00,1278.00,1.60,169.76,164.59,334.35,36.57,14.81
382.00,1204.00,1.59,406.04,252.65,658.69,51.33,13.44
356.00,1162.00,1.63,352.65,296.03,648.68,50.94,14.31
378.00,1154.00,1.61,397.58,331.42,729.00,54.00,14.29
500.00,1128.00,1.67,695.64,422.90,1118.54,66.89,13.38
472.00,1124.00,1.66,619.91,424.87,1044.79,64.65,13.70
573.00,1124.00,1.66,931.95,424.87,1356.83,73.67,12.86
485.00,1121.00,1.65,654.53,428.39,1082.92,65.82,13.57
577.00,1109.00,1.64,947.09,482.40,1429.49,75.62,13.11
695.00,1084.00,1.79,1529.81,1670.10,3199.92,113.14,16.28
735.00,1079.00,1.65,1798.88,699.01,2497.90,99.96,13.60
728.00,1064.00,1.79,1748.82,2124.98,3873.79,124.48,17.10
837.00,1034.00,1.70,2682.34,1646.27,4328.61,131.58,15.72
1029.00,1025.00,1.75,5127.40,2659.10,7786.50,176.48,17.15
1299.00,992.00,1.74,9696.47,4235.68,13932.15,236.07,18.17
1687.00,977.00,1.77,17164.61,6666.77,23831.38,308.75,18.30
1752.00,966.00,1.71,18532.77,5761.67,24294.45,311.73,17.79
