ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
5945.00,935.00,3.85,267511.36,5549494.25,5817005.61,4823.69,81.14
4575.00,958.00,3.91,158423.90,2912437.81,3070861.71,3504.77,76.61
4119.00,963.00,3.85,128416.87,2050303.14,2178720.01,2952.10,71.67
3814.00,974.00,3.85,110103.19,1408883.71,1518986.89,2464.94,64.63
2751.00,986.00,3.85,57282.20,944789.57,1002071.77,2002.07,72.78
1914.00,1005.00,3.82,27722.89,467947.26,495670.15,1408.08,73.57
1312.00,1012.00,3.55,12498.61,162633.43,175132.05,836.98,63.79
784.00,1026.00,3.55,2917.38,105712.37,108629.75,659.18,84.08
567.00,1044.00,3.65,1253.60,84805.96,86059.56,586.72,103.48
368.00,1069.00,3.65,520.57,41475.06,41995.63,409.86,111.37
225.00,1075.00,3.45,194.60,18497.06,18691.66,273.43,121.53
292.00,1080.00,3.65,327.75,30597.81,30925.56,351.71,120.45
163.00,1125.00,3.65,102.13,9383.70,9485.83,194.79,119.50
146.00,1143.00,3.55,81.94,4375.82,4457.76,133.53,91.46
119.00,1173.00,3.55,54.43,2144.22,2198.65,93.78,78.81
112.00,1183.00,3.36,48.22,883.25,931.47,61.04,54.50
82.00,1225.00,3.45,25.85,489.86,515.70,45.42,55.39
57.00,1276.00,3.69,12.49,373.81,386.30,39.31,68.96
35.00,1360.00,4.15,5.04,313.42,318.46,35.69,101.97
