ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
3342.00,1060.00,15.47,67517.09,1958694.94,2026212.02,2846.90,85.19
2312.00,1086.00,15.44,32312.90,415293.39,447606.29,1338.07,57.87
1349.00,1120.00,14.90,10608.52,51355.92,61964.44,497.85,36.91
960.00,1140.00,15.56,4140.29,22943.34,27083.62,329.14,34.29
484.00,1165.00,15.73,651.83,6935.73,7587.56,174.21,35.99
234.00,1199.00,16.05,152.36,1557.94,1710.30,82.71,35.35
135.00,1212.00,15.07,50.71,567.01,617.72,49.71,36.82
89.00,1223.00,15.97,22.04,499.82,521.86,45.69,51.34
33.00,1242.00,15.51,3.35,176.73,180.08,26.84,81.33
46.00,1243.00,15.97,5.92,206.73,212.65,29.17,63.40
