ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
5933.00,932.00,0.93,212789.16,2492989.40,2705778.55,3289.85,55.45
4188.00,958.00,0.98,106026.43,1017453.05,1123479.48,2119.89,50.62
2987.00,968.00,1.01,53935.07,673946.79,727881.86,1706.32,57.12
1657.00,974.00,1.00,16547.21,658573.76,675120.97,1643.31,99.17
1120.00,992.00,1.01,6571.19,452352.86,458924.06,1354.88,120.97
824.00,1022.00,1.04,2553.23,224918.50,227471.74,953.88,115.76
655.00,1047.00,1.00,1299.72,210307.47,211607.19,920.02,140.46
286.00,1170.00,0.98,227.60,49968.88,50196.48,448.09,156.68
127.00,1353.00,0.98,44.88,8110.92,8155.80,180.62,142.22
59.00,1635.00,0.96,9.69,1464.85,1474.54,76.80,130.17
41.00,1954.00,0.99,4.82,334.02,338.84,36.82,89.79
