ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
10.00,1238.00,19.27,0.42,9.93,10.35,6.43,64.33
12.00,1207.00,17.36,0.58,62.51,63.10,15.89,132.39
31.00,1194.00,18.82,3.03,78.47,81.49,18.05,58.24
93.00,1160.00,16.44,24.07,755.26,779.33,55.83,60.04
654.00,1098.00,15.08,1294.43,30404.20,31698.64,356.08,54.45
617.00,1094.00,14.94,1113.47,39915.52,41028.99,405.11,65.66
1610.00,1060.00,15.89,15596.55,209592.67,225189.23,949.08,58.95
2860.00,1036.00,14.64,49446.19,1396847.92,1446294.11,2405.24,84.10
3680.00,1015.00,15.10,81864.65,4600976.83,4682841.49,4327.97,117.61
