equation,id,f_value,operating_condition,if,rank,low_impact,inactive
CO + O (+M) <=> CO2 (+M),27,0.1,"Pandas(T5=1158.0, T5_units='K', P5=1320264.75, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000203, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=39.07)",0.02124848758808756,19.0,True,True
CO + OH <=> CO2 + H,28,0.1,"Pandas(T5=1158.0, T5_units='K', P5=1320264.75, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000203, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=39.07)",0.007520847180924667,36.0,True,True
CO + O2 <=> CO2 + O,29,0.1,"Pandas(T5=1158.0, T5_units='K', P5=1320264.75, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000203, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=39.07)",0.011659161890659834,29.0,True,True
CO + HO2 <=> CO2 + OH,30,0.1,"Pandas(T5=1158.0, T5_units='K', P5=1320264.75, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000203, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=39.07)",0.02299178726221555,17.0,True,True
C + OH <=> CO + H,31,0.1,"Pandas(T5=1158.0, T5_units='K', P5=1320264.75, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000203, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=39.07)",0.04425648885200486,6.0,False,False
C + O2 <=> CO + O,32,0.1,"Pandas(T5=1158.0, T5_units='K', P5=1320264.75, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000203, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=39.07)",0.014542778382539727,26.0,True,True
HCO + M <=> CO + H + M,33,0.1,"Pandas(T5=1158.0, T5_units='K', P5=1320264.75, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000203, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=39.07)",0.00784211202475651,35.0,True,True
HCO + O2 <=> CO + HO2,34,0.1,"Pandas(T5=1158.0, T5_units='K', P5=1320264.75, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000203, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=39.07)",0.008152486992518032,33.0,True,True
H + HCO <=> CO + H2,35,0.1,"Pandas(T5=1158.0, T5_units='K', P5=1320264.75, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000203, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=39.07)",0.04557120078843818,5.0,False,False
HCO + O <=> CO2 + H,36,0.1,"Pandas(T5=1158.0, T5_units='K', P5=1320264.75, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000203, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=39.07)",0.032956908275027744,12.0,True,True
HCO + O <=> CO + OH,37,0.1,"Pandas(T5=1158.0, T5_units='K', P5=1320264.75, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000203, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=39.07)",0.041291811295807924,8.0,False,False
HCO + OH <=> CO + H2O,38,0.1,"Pandas(T5=1158.0, T5_units='K', P5=1320264.75, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000203, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=39.07)",0.0005663729448259658,40.0,True,True
HCO + HO2 => CO2 + H + OH,39,0.1,"Pandas(T5=1158.0, T5_units='K', P5=1320264.75, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000203, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=39.07)",0.00020348160674234022,41.0,True,True
2 HCO => 2 CO + H2,40,0.1,"Pandas(T5=1158.0, T5_units='K', P5=1320264.75, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000203, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=39.07)",0.010658851959801964,31.0,True,True
2 H + M <=> H2 + M,0,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.04803386526375147,7.0,False,False
H + O + M <=> OH + M,1,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.017598104731035066,23.0,True,True
H + O2 (+M) <=> HO2 (+M),2,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.480490890761193,2.0,False,False
H + O2 <=> O + OH,3,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.5952246722171928,1.0,False,False
H + OH (+M) <=> H2O (+M),4,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.026055199267005592,15.0,True,True
H2 + O <=> H + OH,5,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.07322161980582174,3.0,False,False
H2 + OH <=> H + H2O,6,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.01069339521287735,31.0,True,False
H + H2O2 <=> H2 + HO2,7,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.014047006442674651,27.0,True,True
H + H2O2 <=> H2O + OH,8,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.015385549673592902,25.0,True,True
H2O2 + O <=> HO2 + OH,9,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.0007025792240496864,41.0,True,True
H2O2 + OH <=> H2O + HO2,10,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.005422974121933414,38.0,True,True
H + HO2 <=> H2 + O2,11,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.024356531015963016,16.0,True,True
H + HO2 <=> 2 OH,12,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.06760126433908098,4.0,False,False
2 HO2 <=> H2O2 + O2,13,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.011305751497334166,30.0,True,True
HO2 + O <=> O2 + OH,14,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.038426612109975236,10.0,True,True
HO2 + OH <=> H2O + O2,15,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.014161919786010222,26.0,True,True
2 O + M <=> O2 + M,16,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.006336835562020988,37.0,True,True
2 OH <=> H2O + O,17,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.022176263106953684,18.0,True,True
H2O2 (+M) <=> 2 OH (+M),18,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.03701381839701775,12.0,True,True
OH* <=> OH,19,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.008875590880789177,33.0,True,True
AR + OH* <=> AR + OH,20,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.007270754381745858,36.0,True,True
O2 + OH* <=> O2 + OH,21,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.03420314044624726,13.0,True,True
H2O + OH* <=> H2O + OH,22,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.029951102915713103,14.0,True,True
H2 + OH* <=> H2 + OH,23,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.021400737462876466,21.0,True,True
N2 + OH* <=> N2 + OH,24,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.03791760887808166,11.0,True,True
OH + OH* <=> 2 OH,25,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.01835041805218398,22.0,True,True
H + OH* <=> H + OH,26,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.021540691187171987,20.0,True,True
CO + O (+M) <=> CO2 (+M),27,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.02327923529346998,17.0,True,True
CO + OH <=> CO2 + H,28,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.010224596722820641,32.0,True,True
CO + O2 <=> CO2 + O,29,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.016125321310386742,24.0,True,True
CO + HO2 <=> CO2 + OH,30,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.021805424856642802,19.0,True,True
C + OH <=> CO + H,31,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.05146093301630144,6.0,False,False
C + O2 <=> CO + O,32,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.013268206391767562,28.0,True,True
HCO + M <=> CO + H + M,33,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.008183713168917436,35.0,True,True
HCO + O2 <=> CO + HO2,34,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.008369615067936651,34.0,True,True
H + HCO <=> CO + H2,35,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.053203022753298426,5.0,False,False
HCO + O <=> CO2 + H,36,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.038736439260188056,9.0,True,True
HCO + O <=> CO + OH,37,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.04548081442232805,8.0,False,False
HCO + OH <=> CO + H2O,38,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.002147217469666085,39.0,True,True
HCO + HO2 => CO2 + H + OH,39,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.0015925576734510444,40.0,True,True
2 HCO => 2 CO + H2,40,0.1,"Pandas(T5=1148.0, T5_units='K', P5=1268589.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000252, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=37.31)",0.011847498522434483,29.0,True,True
2 H + M <=> H2 + M,0,0.1,"Pandas(T5=1138.0, T5_units='K', P5=1369914.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000335, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=46.98)",0.05697993044857266,6.0,True,False
H + O + M <=> OH + M,1,0.1,"Pandas(T5=1138.0, T5_units='K', P5=1369914.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000335, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=46.98)",0.015683355488304927,22.0,True,True
H + O2 (+M) <=> HO2 (+M),2,0.1,"Pandas(T5=1138.0, T5_units='K', P5=1369914.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000335, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=46.98)",0.7236511879691191,2.0,False,False
H + O2 <=> O + OH,3,0.1,"Pandas(T5=1138.0, T5_units='K', P5=1369914.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000335, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=46.98)",0.8260728775873862,1.0,False,False
H + OH (+M) <=> H2O (+M),4,0.1,"Pandas(T5=1138.0, T5_units='K', P5=1369914.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000335, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=46.98)",0.012728579773343142,25.0,True,True
H2 + O <=> H + OH,5,0.1,"Pandas(T5=1138.0, T5_units='K', P5=1369914.0, P5_units='Pa', composition='H2:0.0075, O2:0.0125, Ar:0.98', phi=0.3, tau=0.000335, tau_units='s', pressure_rise=nan, pressure_rise_units='', ignition_type='baseline min intercept from d/dt', ignition_target='OH*;', ignition_amount='', ignition_units='', author_year='Keromnes2013', filename='x10000034.xml', exp_unc=46.98)",0.06536833914732826,5.0,False,False
