ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
36.00,1647.00,2.61,3.87,22.50,26.37,10.27,28.53
56.00,1530.00,2.96,8.73,54.12,62.85,15.86,28.31
58.00,1487.00,3.02,9.36,82.55,91.91,19.17,33.06
59.00,1507.00,2.77,9.69,75.37,85.05,18.44,31.26
112.00,1388.00,2.88,34.90,280.56,315.47,35.52,31.72
159.00,1341.00,2.91,70.35,510.66,581.01,48.21,30.32
219.00,1295.00,2.90,133.45,986.13,1119.58,66.92,30.56
71.00,1468.00,2.77,14.03,114.99,129.01,22.72,32.00
27.00,1732.00,2.61,2.41,12.47,14.88,7.72,28.58
24.00,1746.00,2.61,1.98,11.49,13.47,7.34,30.58
33.00,1652.00,2.72,3.35,20.41,23.76,9.75,29.54
40.00,1625.00,2.79,4.62,24.46,29.08,10.78,26.96
48.00,1554.00,2.73,6.42,47.86,54.28,14.73,30.70
98.00,1416.00,2.99,26.72,188.55,215.27,29.34,29.94
180.00,1331.00,3.05,90.16,548.00,638.16,50.52,28.07
312.00,1276.00,3.16,270.87,1165.44,1436.30,75.80,24.29
668.00,1228.00,3.26,1370.47,2459.78,3830.25,123.78,18.53
123.00,1488.00,1.21,42.10,302.84,344.93,37.14,30.20
236.00,1388.00,1.09,154.98,1132.21,1287.18,71.75,30.40
204.00,1423.00,1.12,115.80,709.25,825.05,57.45,28.16
157.00,1452.00,1.17,68.59,474.55,543.14,46.61,29.69
152.00,1455.00,1.17,64.29,458.60,522.89,45.73,30.09
318.00,1357.00,1.03,281.38,1832.94,2114.32,91.96,28.92
196.00,1412.00,1.11,106.89,820.09,926.99,60.89,31.07
180.00,1439.00,1.14,90.16,572.50,662.66,51.48,28.60
254.00,1386.00,1.08,179.52,1176.74,1356.26,73.65,29.00
217.00,1414.00,1.11,131.03,800.49,931.52,61.04,28.13
149.00,1475.00,1.19,61.78,357.62,419.40,40.96,27.49
227.00,1400.00,1.09,143.38,975.11,1118.49,66.89,29.47
247.00,1388.00,1.10,169.76,1117.26,1287.02,71.75,29.05
201.00,1416.00,1.13,112.42,761.38,873.80,59.12,29.41
220.00,1397.00,1.10,134.68,998.59,1133.27,67.33,30.60
185.00,1426.00,1.13,95.23,675.61,770.84,55.53,30.02
537.00,1286.00,1.27,806.56,3686.06,4492.62,134.05,24.96
73.00,1683.00,0.98,14.83,70.55,85.38,18.48,25.32
78.00,1621.00,1.16,16.93,89.18,106.11,20.60,26.41
154.00,1481.00,1.08,65.99,385.50,451.49,42.50,27.60
499.00,1286.00,1.17,692.86,4151.78,4844.64,139.21,27.90
