ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
211.00,1268.00,15.70,123.88,756.00,879.88,59.33,28.12
321.00,1232.00,15.70,286.72,1145.07,1431.79,75.68,23.58
390.00,1213.00,16.00,423.23,978.08,1401.31,74.87,19.20
416.00,1206.00,16.00,481.54,1085.27,1566.81,79.17,19.03
496.00,1191.00,16.00,684.55,1434.84,2119.40,92.07,18.56
528.00,1185.00,16.00,778.04,1644.69,2422.73,98.44,18.64
548.00,1180.00,16.10,842.90,1949.42,2792.32,105.68,19.29
689.00,1159.00,16.40,1492.91,6029.40,7522.31,173.46,25.18
912.00,1135.00,16.20,3521.86,9609.19,13131.06,229.18,25.13
1070.00,1122.00,16.40,5760.71,20454.24,26214.95,323.82,30.26
