ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
1233.00,1202.00,2.06,8514.14,3033.97,11548.11,214.92,17.43
931.00,1223.00,2.06,3759.43,1588.63,5348.06,146.26,15.71
726.00,1235.00,2.01,1734.75,793.43,2528.18,100.56,13.85
479.00,1294.00,2.07,638.43,253.97,892.40,59.75,12.47
412.00,1302.00,1.99,472.32,72.51,544.83,46.68,11.33
348.00,1329.00,1.96,336.98,42.26,379.24,38.95,11.19
204.00,1385.00,1.98,115.80,29.25,145.05,24.09,11.81
202.00,1406.00,1.93,113.54,39.51,153.05,24.74,12.25
139.00,1451.00,1.78,53.76,119.56,173.32,26.33,18.94
125.00,1468.00,1.94,43.48,31.31,74.79,17.30,13.84
95.00,1534.00,1.84,25.11,38.36,63.47,15.93,16.77
