ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
33.56,2096.80,0.28,3.45,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
34.98,2067.58,0.28,3.69,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
49.22,2012.79,0.28,6.74,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
56.31,1970.78,0.28,8.82,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
58.08,1941.55,0.28,9.39,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
61.17,1950.68,0.28,10.41,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
67.84,1868.49,0.28,12.80,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
84.30,1831.96,0.28,19.78,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
103.69,1802.74,0.28,29.92,0.00,29.92,10.94,10.55
102.62,1782.65,0.28,29.30,0.00,29.30,10.83,10.55
116.19,1744.29,0.28,37.56,0.00,37.56,12.26,10.55
134.30,1726.03,0.28,50.19,0.00,50.19,14.17,10.55
126.22,1707.76,0.28,44.33,0.00,44.33,13.32,10.55
137.11,1702.28,0.28,52.31,0.00,52.31,14.47,10.55
177.60,1625.57,0.28,87.76,0.00,87.76,18.74,10.55
252.49,1550.68,0.28,177.39,0.00,177.39,26.64,10.55
