ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
257.00,1204.00,1.00,183.79,1621.62,1805.41,84.98,33.07
67.00,1301.00,1.08,12.49,107.42,119.91,21.90,32.69
205.00,1218.00,1.07,116.94,1384.85,1501.79,77.51,37.81
649.00,1159.00,1.04,1268.32,10041.49,11309.81,212.70,32.77
948.00,1144.00,1.00,3980.08,15211.57,19191.65,277.07,29.23
1412.00,1110.00,0.97,11775.65,56050.88,67826.53,520.87,36.89
119.00,1252.00,1.01,39.40,338.33,377.73,38.87,32.66
620.00,1156.00,1.03,1127.12,10753.88,11881.00,218.00,35.16
1044.00,1132.00,0.99,5355.46,23794.08,29149.53,341.46,32.71
372.00,1178.00,1.00,385.06,4136.80,4521.87,134.49,36.15
1946.00,1112.00,1.04,22888.71,67070.14,89958.85,599.86,30.83
2031.00,1101.00,1.01,24934.29,94298.00,119232.28,690.60,34.00
