ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
214.00,1268.00,15.70,127.43,906.88,1034.31,64.32,30.06
302.00,1232.00,15.70,253.78,1374.42,1628.20,80.70,26.72
380.00,1213.00,16.00,401.80,1447.04,1848.85,86.00,22.63
395.00,1206.00,16.00,434.15,1611.36,2045.51,90.45,22.90
470.00,1191.00,16.00,614.67,2108.32,2722.99,104.36,22.21
480.00,1185.00,16.00,641.10,2386.03,3027.13,110.04,22.92
532.00,1180.00,16.10,790.59,2805.17,3595.75,119.93,22.54
669.00,1159.00,16.40,1376.07,7364.95,8741.02,186.99,27.95
881.00,1135.00,16.20,3155.51,10923.14,14078.65,237.31,26.94
994.00,1122.00,16.40,4613.26,21590.17,26203.43,323.75,32.57
