ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
93.00,1443.00,1.82,24.07,407.10,431.17,41.53,44.65
30.00,1677.00,2.32,2.87,0.52,3.38,3.68,12.26
35.00,1600.00,2.15,3.69,3.42,7.11,5.33,15.24
30.00,1645.00,2.22,2.87,0.40,3.27,3.62,12.06
36.00,1633.00,2.21,3.87,0.61,4.48,4.23,11.76
68.00,1508.00,1.96,12.87,77.22,90.09,18.98,27.92
63.00,1506.00,1.97,11.04,77.23,88.27,18.79,29.83
79.00,1474.00,1.91,17.37,177.06,194.43,27.89,35.30
80.00,1508.00,1.96,17.81,76.17,93.98,19.39,24.24
14.00,1811.00,2.55,0.77,2.53,3.31,3.64,25.99
26.00,1664.00,2.31,2.27,0.42,2.68,3.27,12.59
49.00,1582.00,2.10,6.68,7.81,14.49,7.61,15.54
41.00,1597.00,2.00,4.82,11.51,16.33,8.08,19.71
108.00,1459.00,1.86,32.46,273.12,305.58,34.96,32.37
45.00,1575.00,2.05,5.69,12.23,17.91,8.46,18.81
68.00,1534.00,2.04,12.87,33.09,45.96,13.56,19.94
108.00,1422.00,1.77,32.46,691.12,723.58,53.80,49.81
19.00,1720.00,2.42,1.33,1.60,2.94,3.43,18.04
24.00,1735.00,2.41,1.98,1.58,3.57,3.78,15.74
6.00,2042.00,3.12,0.16,2.43,2.59,3.22,53.64
10.00,1844.00,2.64,0.42,2.86,3.28,3.62,36.22
8.00,1924.00,2.79,0.27,2.75,3.03,3.48,43.50
15.00,1766.00,2.48,0.88,2.19,3.07,3.50,23.34
16.00,1806.00,2.56,0.98,2.65,3.64,3.82,23.84
22.00,1675.00,2.29,1.71,0.37,2.08,2.88,13.11
12.00,1841.00,2.65,0.58,2.99,3.58,3.78,31.52
22.00,1716.00,2.42,1.71,1.61,3.32,3.65,16.57
10.00,1897.00,2.79,0.42,3.11,3.53,3.76,37.56
