ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
730.00,1063.00,9.42,1762.99,200579.55,202342.54,899.65,123.24
313.00,1134.00,10.20,272.60,27737.99,28010.60,334.73,106.94
104.00,1216.00,10.71,30.10,5657.36,5687.45,150.83,145.03
1164.00,1024.00,10.13,7312.37,143647.10,150959.47,777.07,66.76
3897.00,830.00,10.38,91804.00,4529277.05,4621081.05,4299.34,110.32
1281.00,976.00,10.47,9371.40,208665.83,218037.23,933.89,72.90
2951.00,884.00,10.26,52642.83,1559329.45,1611972.28,2539.27,86.05
5892.00,792.00,10.56,209858.36,9471670.90,9681529.26,6223.03,105.62
7969.00,752.00,10.33,383891.46,38000439.00,38384330.46,12391.02,155.49
163.00,1190.00,10.75,73.93,7243.59,7317.52,171.08,104.96
1721.00,971.00,10.74,17874.92,165180.68,183055.60,855.70,49.72
