ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
65.26,1655.08,3.00,11.85,5.55,17.40,8.34,12.79
76.02,1642.37,3.00,16.08,5.77,21.85,9.35,12.30
117.19,1573.73,3.00,38.21,7.95,46.16,13.59,11.60
120.91,1547.46,3.00,40.68,9.70,50.37,14.19,11.74
147.83,1533.90,2.00,60.81,77.36,138.18,23.51,15.90
205.50,1501.69,3.00,117.51,15.62,133.13,23.08,11.23
235.52,1483.05,3.00,154.35,19.98,174.33,26.41,11.21
265.65,1467.80,3.00,196.36,25.01,221.38,29.76,11.20
393.73,1425.42,3.00,431.35,52.81,484.17,44.01,11.18
517.06,1383.05,3.00,744.74,136.45,881.19,59.37,11.48
642.96,1387.29,3.00,1237.51,122.90,1360.41,73.77,11.47
652.73,1361.02,3.00,1287.73,242.79,1530.52,78.24,11.99
975.36,1321.19,3.00,4350.57,779.12,5129.69,143.24,14.69
1014.28,1291.53,3.00,4907.99,2008.38,6916.37,166.33,16.40
1398.38,1255.08,3.00,11521.63,6831.13,18352.76,270.94,19.38
