ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
20.00,1830.00,2.66,1.45,3.06,4.52,4.25,21.25
27.00,1733.00,2.38,2.41,11.22,13.64,7.39,27.35
28.00,1729.00,2.38,2.56,11.91,14.47,7.61,27.17
15.00,1852.00,2.63,0.88,2.60,3.47,3.73,24.85
31.00,1765.00,2.44,3.03,5.51,8.54,5.84,18.85
40.00,1693.00,2.33,4.62,26.25,30.87,11.11,27.78
25.00,1804.00,2.59,2.12,3.09,5.22,4.57,18.27
37.00,1756.00,2.44,4.05,6.49,10.54,6.49,17.55
22.00,1797.00,2.60,1.71,3.35,5.06,4.50,20.45
36.00,1723.00,2.37,3.87,13.65,17.51,8.37,23.25
23.00,1827.00,2.56,1.85,2.52,4.37,4.18,18.17
19.00,1898.00,2.73,1.33,3.04,4.38,4.18,22.02
15.00,1960.00,2.90,0.88,4.09,4.97,4.46,29.72
152.00,1469.00,1.86,64.29,3277.28,3341.57,115.61,76.06
74.00,1588.00,2.13,15.24,267.00,282.24,33.60,45.41
15.00,1937.00,2.81,0.88,3.44,4.31,4.15,27.69
14.00,1924.00,2.94,0.77,5.43,6.21,4.98,35.59
35.00,1726.00,2.38,3.69,12.64,16.34,8.08,23.10
27.00,1799.00,2.55,2.41,3.09,5.50,4.69,17.38
150.00,1480.00,1.89,62.61,2573.78,2636.38,102.69,68.46
8.00,2081.00,3.12,0.27,3.88,4.15,4.07,50.93
77.00,1555.00,2.04,16.50,549.10,565.60,47.56,61.77
16.00,1847.00,2.64,0.98,2.68,3.67,3.83,23.94
