ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
399.40,1320.39,1.20,443.88,0.00,443.88,42.14,10.55
354.10,1327.30,1.20,348.90,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
180.50,1423.31,1.20,90.66,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
170.00,1432.09,1.20,80.42,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
103.20,1525.20,1.20,29.63,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
72.40,1599.69,1.20,14.59,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
890.50,1189.00,1.20,3264.93,0.00,3264.93,114.28,12.83
1461.20,1158.60,1.20,12701.56,0.00,12701.56,225.40,15.43
2444.00,1095.60,1.20,36107.97,0.00,36107.97,380.04,15.55
471.50,1284.51,1.20,618.60,0.00,618.60,49.74,10.55
