ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
6049.32,1459.29,6.42,221214.40,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
8052.44,1369.58,6.42,391972.77,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
12808.84,1298.70,6.42,991790.98,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
17369.66,1173.73,6.42,1823827.11,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
23516.10,1174.36,6.42,3342961.54,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
24233.97,1149.63,6.42,3550175.73,380497193433456138453301683992463018053908533939953413472864752373392022259056753139224211286837344331188569693771053513879586930330541026922443783123962642736948268014559350851162643011570010663042296003138247885404994116861720955598074231652352.00,380497193433456138453301683992463018053908533939953413472864752373392022259056753139224211286837344331188569693771053513879586930330541026922443783123962642736948268014559350851162643011570010663042296003138247885404994116861720955598074231652352.00,1233689091195113331731559947010684881099996483512950913133211969970298021715812734893712368168522404605181710418713738477568.00,5090743285751752507538645765126354276514663205122168034646406429808845848121960953068968424183016293163825039675607744512.00
26024.94,1149.02,6.42,4094305.49,0.00,4094305.49,4046.88,15.55
27291.50,1149.02,6.42,4502519.38,0.00,4502519.38,4243.83,15.55
28455.89,1135.87,6.42,4894915.93,0.00,4894915.93,4424.89,15.55
28804.61,1117.27,6.42,5015620.30,0.00,5015620.30,4479.12,15.55
30215.51,1098.72,6.42,5519002.31,0.00,5519002.31,4698.51,15.55
