ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
22.20,1743.00,2.70,1.74,26.29,28.03,10.59,47.70
53.60,1667.00,1.90,7.99,113.47,121.47,22.04,41.12
118.80,1476.00,2.10,39.27,525.94,565.21,47.55,40.02
224.50,1396.00,2.00,140.24,1610.49,1750.73,83.68,37.28
156.00,1388.00,2.00,67.72,1791.75,1859.46,86.24,55.28
321.50,1378.00,1.90,287.61,2364.84,2652.45,103.00,32.04
346.10,1330.00,1.90,333.31,4680.73,5014.04,141.62,40.92
785.00,1304.00,1.70,2195.18,9593.55,11788.73,217.15,27.66
453.90,1299.00,1.80,573.28,8753.96,9327.24,193.16,42.55
583.90,1272.00,1.60,973.82,19219.71,20193.52,284.21,48.67
830.50,1261.00,1.70,2617.18,19137.91,21755.08,294.99,35.52
916.00,1257.00,2.00,3571.07,12838.82,16409.89,256.20,27.97
964.00,1219.00,1.80,4194.49,33436.36,37630.85,387.97,40.25
1571.00,1216.00,1.70,14822.03,41805.99,56628.03,475.93,30.29
2010.90,1192.00,1.50,24442.83,96324.85,120767.68,695.03,34.56
2447.80,1177.00,1.40,36220.35,161109.08,197329.43,888.44,36.30
2485.40,1173.00,1.40,37341.64,174240.90,211582.54,919.96,37.01
3256.40,1124.00,1.30,64102.69,617151.04,681253.74,1650.76,50.69
