ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
5800.00,1020.00,17.70,203355.90,1822952.01,2026307.92,2846.97,49.09
4400.00,1043.00,18.10,117032.41,996942.21,1113974.62,2110.90,47.97
1900.00,1068.00,17.10,21817.15,370753.08,392570.23,1253.11,65.95
1570.00,1115.00,18.80,14802.33,162988.94,177791.27,843.31,53.71
710.00,1181.00,17.20,1625.94,21930.98,23556.92,306.97,43.23
558.00,1194.00,17.40,877.40,17279.49,18156.89,269.49,48.30
422.00,1255.00,18.80,495.53,6927.22,7422.75,172.31,40.83
238.00,1293.00,19.10,157.62,3592.38,3750.00,122.47,51.46
176.00,1336.00,18.40,86.19,1370.43,1456.62,76.33,43.37
92.00,1379.00,16.80,23.55,434.48,458.03,42.80,46.53
85.00,1387.00,17.80,20.10,494.73,514.84,45.38,53.39
42.00,1456.00,17.90,5.03,175.01,180.03,26.84,63.89
31.00,1547.00,17.30,3.03,43.23,46.26,13.60,43.88
28.00,1584.00,17.00,2.56,25.37,27.93,10.57,37.75
17.00,1590.00,16.60,1.10,21.29,22.39,9.46,55.66
