ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
29.20,1349.20,39.43,2.74,1.19,3.93,3.97,13.58
45.60,1295.10,39.19,5.83,2.74,8.57,5.85,12.84
78.00,1250.10,39.49,16.93,3.94,20.87,9.14,11.71
76.50,1252.90,39.67,16.28,3.62,19.91,8.92,11.66
129.60,1200.10,39.54,46.74,9.73,56.47,15.03,11.60
135.00,1190.60,40.82,50.71,53.89,104.60,20.45,15.15
140.00,1201.70,39.64,54.54,9.22,63.76,15.97,11.41
134.00,1201.10,39.60,49.96,9.36,59.32,15.40,11.50
225.80,1152.10,39.64,141.87,31.43,173.30,26.33,11.66
236.00,1151.80,39.62,154.98,31.70,186.68,27.33,11.58
418.60,1102.40,39.67,487.58,152.93,640.51,50.62,12.09
438.00,1102.60,39.68,533.82,152.12,685.93,52.38,11.96
816.20,1054.60,39.86,2478.12,976.01,3454.13,117.54,14.40
1620.00,998.40,39.35,15797.19,10503.04,26300.23,324.35,20.02
