ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
618.00,1107.00,10.60,1118.00,1065.30,2183.30,93.45,15.12
594.00,1116.00,9.20,1014.37,372.56,1386.93,74.48,12.54
561.00,1119.00,9.30,888.04,313.17,1201.21,69.32,12.36
354.00,1148.00,10.40,348.70,167.55,516.25,45.44,12.84
251.00,1182.00,8.60,175.30,39.58,214.89,29.32,11.68
219.00,1197.00,10.10,133.45,23.01,156.46,25.02,11.42
152.00,1213.00,9.80,64.29,10.86,75.14,17.34,11.41
118.00,1241.00,8.60,38.74,10.65,49.40,14.06,11.91
81.00,1251.00,9.40,18.26,5.41,23.67,9.73,12.01
49.00,1287.00,8.30,6.68,7.08,13.76,7.42,15.14
