ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
6100.00,1020.00,17.70,224936.78,15960841.55,16185778.33,8046.31,131.91
4900.00,1043.00,18.10,145141.95,9452564.08,9597706.03,6196.03,126.45
2070.00,1068.00,17.10,25901.62,2465385.77,2491287.39,3156.76,152.50
1700.00,1115.00,18.80,17434.85,1640305.98,1657740.82,2575.07,151.47
736.00,1181.00,17.20,1806.14,120343.76,122149.90,699.00,94.97
570.00,1194.00,17.40,920.76,98501.58,99422.34,630.63,110.64
418.00,1255.00,18.80,486.18,53107.61,53593.79,463.01,110.77
240.00,1293.00,19.10,160.28,27932.21,28092.49,335.22,139.67
162.00,1336.00,18.40,73.03,8180.32,8253.34,181.70,112.16
77.00,1379.00,16.80,16.50,1478.97,1495.47,77.34,100.44
90.00,1387.00,17.80,22.54,2285.93,2308.47,96.09,106.77
41.00,1456.00,17.90,4.82,751.59,756.41,55.01,134.16
25.00,1547.00,17.30,2.12,134.76,136.88,23.40,93.60
14.00,1584.00,17.00,0.77,67.79,68.56,16.56,118.29
8.00,1590.00,16.60,0.27,49.30,49.57,14.08,176.02
