ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
5766.21,1503.50,6.42,200993.46,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
7231.49,1428.73,6.42,316123.32,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
7813.67,1408.45,6.42,369072.23,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
8697.24,1388.74,6.42,457260.10,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
12135.99,1342.63,6.42,890330.18,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
16152.99,1274.44,6.42,1577272.52,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
16251.01,1265.58,6.42,1596473.45,2034768194571881520300922906371220292006768953938639801547559223106688748072640047280226921264530044093656751034950781525146471312443938322765101726250552419784810459378903784898694028043052880622039982392647413532452807414695052409856530902417408.00,2034768194571881520300922906371220292006768953938639801547559223106688748072640047280226921264530044093656751034950781525146471312443938322765101726250552419784810459378903784898694028043052880622039982392647413532452807414695052409856530902417408.00,2852906023388700341070772886165950642336279108416563331080129084425647256097311625900104712766664339895642337905003456364544.00,17555249797873074334895913310264087111105804392650385702623441771006623560795097509768333589407427497404371087025481187328.00
17348.49,1265.58,6.42,1819382.40,2034768194571881520300922906371220292006768953938639801547559223106688748072640047280226921264530044093656751034950781525146471312443938322765101726250552419784810459378903784898694028043052880622039982392647413532452807414695052409856530902417408.00,2034768194571881520300922906371220292006768953938639801547559223106688748072640047280226921264530044093656751034950781525146471312443938322765101726250552419784810459378903784898694028043052880622039982392647413532452807414695052409856530902417408.00,2852906023388700341070772886165950642336279108416563331080129084425647256097311625900104712766664339895642337905003456364544.00,16444696748806970765057686266773473949978178799938884197211899941526105056444325783021572697616663419367532159973644566528.00
18972.97,1234.10,6.42,2176062.61,0.00,2176062.61,2950.30,15.55
20142.16,1204.15,6.42,2452522.54,0.00,2452522.54,3132.11,15.55
21630.30,1204.82,6.42,2828303.61,0.00,2828303.61,3363.51,15.55
23376.59,1175.63,6.42,3303416.06,0.00,3303416.06,3635.06,15.55
24224.52,1176.26,6.42,3547407.67,0.00,3547407.67,3766.91,15.55
26647.76,1156.32,6.42,4292619.28,0.00,4292619.28,4143.73,15.55
