ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
52.00,1597.00,2.60,7.52,95.56,103.08,20.31,39.05
114.00,1495.00,2.20,36.16,376.04,412.20,40.61,35.62
621.00,1278.00,3.02,1131.71,4587.68,5719.38,151.25,24.36
206.00,1389.00,2.94,118.08,899.87,1017.95,63.81,30.98
1078.30,1259.00,1.18,5892.56,30056.62,35949.18,379.21,35.17
344.40,1418.00,1.08,330.04,3213.75,3543.80,119.06,34.57
104.50,1682.00,0.94,30.39,246.68,277.06,33.29,31.86
693.00,1331.00,1.13,1517.41,10094.26,11611.67,215.51,31.10
123.50,1650.00,1.14,42.44,231.26,273.70,33.09,26.79
168.70,1563.00,1.08,79.19,582.36,661.55,51.44,30.49
380.50,1412.00,0.99,402.86,4037.01,4439.87,133.26,35.02
242.90,1488.00,1.04,164.17,1432.29,1596.46,79.91,32.90
1544.00,1223.00,1.12,14292.83,63290.72,77583.56,557.08,36.08
762.00,1300.00,1.10,2004.31,17093.61,19097.92,276.39,36.27
1780.00,1223.00,1.12,19135.63,63290.72,82426.35,574.20,32.26
146.00,1563.00,1.04,59.31,621.18,680.49,52.17,35.73
87.00,1733.00,0.96,21.06,163.15,184.21,27.14,31.20
