ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
6087.12,1428.73,6.42,223987.98,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
6697.44,1379.09,6.42,271155.48,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
9401.09,1333.61,6.42,534265.22,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
11169.71,1324.71,6.42,754196.08,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
13514.93,1281.93,6.42,1104151.43,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
16451.64,1234.80,6.42,1636135.57,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
18207.17,1204.82,6.42,2003943.73,0.00,2003943.73,2831.21,15.55
19669.42,1203.49,6.42,2338751.18,0.00,2338751.18,3058.60,15.55
21003.63,1183.27,6.42,2666794.27,0.00,2666794.27,3266.06,15.55
23106.99,1155.71,6.42,3227658.99,0.00,3227658.99,3593.14,15.55
26974.32,1136.46,6.42,4398471.53,0.00,4398471.53,4194.51,15.55
22320.05,1092.67,6.42,3011556.64,0.00,3011556.64,3470.77,15.55
