ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
267.00,1324.00,1.17,198.37,981.54,1179.91,68.70,25.73
495.00,1244.00,1.19,681.80,3367.95,4049.75,127.28,25.71
1740.00,1153.00,1.17,18276.94,20213.45,38490.39,392.38,22.55
1575.00,1158.00,1.22,14900.91,16146.22,31047.13,352.40,22.37
2539.00,1132.00,1.26,38969.62,26210.90,65180.52,510.61,20.11
2903.00,1129.00,1.30,50944.21,26485.83,77430.05,556.53,19.17
2070.00,1146.00,1.25,25901.62,19652.87,45554.48,426.87,20.62
389.00,1302.00,1.18,421.06,1333.69,1754.75,83.78,21.54
383.00,1308.00,1.38,408.17,909.85,1318.02,72.61,18.96
384.00,1284.00,1.34,410.31,1362.77,1773.07,84.22,21.93
257.00,1339.00,1.33,183.79,595.31,779.10,55.82,21.72
485.00,1271.00,1.23,654.53,1952.83,2607.36,102.12,21.06
938.00,1214.00,1.27,3849.37,4927.27,8776.64,187.37,19.98
1615.00,1158.00,1.22,15696.77,16146.22,31842.99,356.89,22.10
3397.00,1115.00,1.22,69757.66,41411.43,111169.09,666.84,19.63
2121.00,1147.00,1.23,27194.09,19956.74,47150.83,434.28,20.48
117.00,1501.00,1.16,38.09,114.16,152.25,24.68,21.09
61.00,1754.00,1.01,10.35,27.39,37.74,12.29,20.14
