ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
90.69,1451.13,1.48,22.88,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
90.64,1438.36,1.48,22.86,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
122.19,1412.10,1.48,41.55,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
125.96,1384.18,1.48,44.15,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
186.54,1346.15,1.48,96.83,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
211.50,1332.73,1.48,124.47,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
267.69,1311.33,1.48,199.40,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
471.18,1261.80,1.48,617.77,0.00,617.77,49.71,10.55
428.37,1248.94,1.48,510.59,0.00,510.59,45.19,10.55
634.58,1223.98,1.48,1195.98,0.00,1195.98,69.17,10.90
1190.72,1196.09,1.48,7772.76,0.00,7772.76,176.33,14.81
1790.34,1157.48,1.48,19360.38,0.00,19360.38,278.28,15.54
2407.97,1104.43,1.48,35051.19,0.00,35051.19,374.44,15.55
3351.43,1095.38,1.48,67898.64,0.00,67898.64,521.15,15.55
