ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
28.01,1685.59,3.00,2.56,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
28.66,1648.31,3.00,2.66,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
48.61,1554.24,3.00,6.58,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
62.31,1511.02,3.00,10.81,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
86.04,1511.02,3.00,20.60,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
91.63,1471.19,3.00,23.36,0.00,23.36,9.67,10.55
133.54,1412.71,3.00,49.62,0.00,49.62,14.09,10.55
290.98,1326.27,3.00,235.59,0.00,235.59,30.70,10.55
320.41,1315.25,3.00,285.66,0.00,285.66,33.80,10.55
589.65,1240.68,3.00,996.68,0.00,996.68,63.14,10.71
