ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
5.19,2228.76,2.98,0.12,38.43,38.55,12.42,239.26
4.51,2210.17,2.95,0.09,40.32,40.41,12.71,281.91
5.12,2156.22,2.85,0.12,47.02,47.14,13.73,268.19
5.34,2131.94,2.81,0.13,50.76,50.89,14.27,267.17
5.89,2114.93,2.78,0.15,53.71,53.86,14.68,249.21
5.97,2081.70,2.72,0.16,60.40,60.55,15.56,260.69
6.50,2059.05,2.68,0.18,65.79,65.97,16.24,249.92
6.23,2009.10,2.59,0.17,80.79,80.96,18.00,288.85
7.37,2024.45,2.62,0.23,75.65,75.89,17.42,236.40
7.68,2006.05,2.58,0.25,81.87,82.12,18.12,235.99
7.17,1976.14,2.53,0.22,93.75,93.98,19.39,270.41
7.07,1952.84,2.49,0.22,104.87,105.08,20.50,289.99
9.09,1907.85,2.40,0.35,132.40,132.75,23.04,253.51
10.20,1902.37,2.39,0.43,136.43,136.86,23.40,229.39
12.00,1833.91,2.27,0.58,204.63,205.22,28.65,238.76
12.90,1813.83,2.23,0.67,233.14,233.81,30.58,237.07
13.80,1801.50,2.21,0.75,253.26,254.02,31.88,230.98
15.90,1770.21,2.16,0.97,315.53,316.50,35.58,223.78
14.40,1746.87,2.11,0.81,375.27,376.08,38.79,269.35
16.10,1726.39,2.08,1.00,440.01,441.00,42.00,260.87
17.30,1719.66,2.06,1.13,464.28,465.41,43.15,249.40
18.60,1695.46,2.02,1.28,566.81,568.09,47.67,256.29
19.40,1674.04,1.98,1.38,681.95,683.33,52.28,269.49
15.50,1678.28,1.99,0.93,657.02,657.95,51.30,330.97
23.50,1691.13,2.01,1.91,588.02,589.93,48.58,206.71
23.90,1576.44,1.80,1.97,1766.13,1768.10,84.10,351.87
30.70,1570.84,1.79,2.98,1876.37,1879.35,86.70,282.42
32.50,1563.42,1.78,3.27,2034.96,2038.23,90.29,277.83
39.50,1563.42,1.78,4.52,2034.96,2039.48,90.32,228.66
50.10,1541.59,1.74,6.98,2602.47,2609.46,102.17,203.92
37.40,1525.62,1.71,4.12,3137.67,3141.80,112.10,299.74
46.10,1508.25,1.68,5.95,3871.69,3877.63,124.54,270.15
52.30,1484.59,1.64,7.61,5218.08,5225.69,144.58,276.44
61.00,1469.77,1.61,10.35,6337.14,6347.49,159.34,261.22
69.20,1463.28,1.60,13.32,6912.89,6926.21,166.45,240.53
55.30,1452.06,1.58,8.51,8056.06,8064.57,179.61,324.78
86.60,1386.71,1.46,20.87,21093.90,21114.77,290.62,335.59
125.00,1365.28,1.42,43.48,29757.08,29800.56,345.26,276.21
126.00,1359.67,1.41,44.18,32638.22,32682.40,361.57,286.96
179.00,1361.07,1.42,89.16,31891.73,31980.89,357.66,199.81
160.00,1320.38,1.34,71.23,64271.01,64342.24,507.32,317.07
200.00,1316.44,1.33,111.30,68989.65,69100.96,525.74,262.87
212.00,1306.06,1.32,125.06,83379.35,83504.41,577.94,272.61
265.00,1324.34,1.35,195.41,59884.66,60080.07,490.22,184.99
313.00,1292.05,1.29,272.60,108343.54,108616.14,659.14,210.59
280.00,1278.34,1.27,218.15,140993.86,141212.01,751.56,268.42
309.00,1275.88,1.26,265.68,147935.90,148201.59,769.94,249.17
