ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
3090.00,1064.00,9.90,57718.86,1099186.73,1156905.59,2151.19,69.62
1500.00,1102.00,9.40,13441.66,220521.83,233963.49,967.40,64.49
1132.00,1152.00,10.20,6771.01,104229.04,111000.05,666.33,58.86
513.00,1217.00,10.00,732.75,16485.43,17218.18,262.44,51.16
341.00,1281.00,10.10,323.56,4101.97,4425.53,133.05,39.02
112.00,1351.00,10.20,34.90,1045.87,1080.77,65.75,58.71
118.00,1351.00,10.30,38.74,1139.48,1178.22,68.65,58.18
52.00,1422.00,9.40,7.52,140.86,148.38,24.36,46.85
39.00,1450.00,9.80,4.42,121.42,125.84,22.44,57.53
25.00,1505.00,9.80,2.12,49.27,51.39,14.34,57.35
21.00,1526.00,9.80,1.58,35.54,37.12,12.19,58.03
12.00,1579.00,9.80,0.58,16.23,16.82,8.20,68.35
