ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
69.00,1311.00,59.70,13.25,212.98,226.23,30.08,43.60
107.00,1281.00,59.60,31.86,363.98,395.84,39.79,37.19
123.00,1261.00,60.10,42.10,506.95,549.05,46.86,38.10
135.00,1263.00,60.30,50.71,482.00,532.71,46.16,34.19
184.00,1230.00,61.70,94.21,927.14,1021.35,63.92,34.74
319.00,1188.00,61.80,283.16,2352.62,2635.77,102.68,32.19
452.00,1156.00,62.70,568.49,5705.92,6274.41,158.42,35.05
705.00,1117.00,61.90,1593.28,15044.83,16638.11,257.98,36.59
762.00,1109.00,63.00,2004.31,21686.40,23690.71,307.84,40.40
913.00,1095.00,63.30,3534.12,34541.93,38076.05,390.26,42.74
