ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
53.00,1774.00,2.42,7.82,775.93,783.74,55.99,105.64
44.00,1786.00,2.49,5.46,583.55,589.01,48.54,110.32
22.00,1981.00,2.91,1.71,98.13,99.84,19.98,90.84
42.00,1786.00,2.49,5.03,572.01,577.03,48.04,114.39
32.00,1868.00,2.68,3.19,238.84,242.03,31.11,97.23
28.00,1860.00,2.68,2.56,244.01,246.57,31.41,112.16
38.00,1809.00,2.58,4.23,396.64,400.87,40.04,105.38
21.00,1929.00,2.82,1.58,138.17,139.75,23.64,112.59
44.00,1779.00,2.53,5.46,510.83,516.29,45.44,103.28
41.00,1769.00,2.51,4.82,571.40,576.22,48.01,117.10
25.00,1880.00,2.68,2.12,234.02,236.14,30.73,122.94
16.00,2007.00,2.95,0.98,84.35,85.33,18.48,115.47
18.00,1939.00,2.90,1.21,106.94,108.15,20.80,115.55
18.00,2009.00,2.97,1.21,81.47,82.68,18.19,101.03
36.00,1837.00,2.60,3.87,334.31,338.17,36.78,102.16
13.00,2077.00,3.03,0.68,63.28,63.95,15.99,123.03
42.00,1804.00,2.55,5.03,433.37,438.40,41.88,99.70
