ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
316.00,1210.00,5.27,277.86,88.80,366.66,38.30,12.12
290.00,1223.00,5.82,234.01,53.20,287.21,33.89,11.69
900.00,1127.00,4.83,3376.88,1823.53,5200.41,144.23,16.03
400.00,1186.00,5.45,445.21,153.69,598.90,48.94,12.24
106.00,1291.00,6.46,31.26,19.65,50.91,14.27,13.46
222.00,1232.00,5.82,137.14,44.78,181.92,26.98,12.15
93.50,1308.00,6.62,24.33,16.36,40.68,12.76,13.64
554.00,1158.00,5.22,863.43,445.74,1309.17,72.36,13.06
267.00,1229.00,5.96,198.37,46.60,244.97,31.30,11.72
742.00,1149.00,5.73,1850.25,515.43,2365.68,97.28,13.11
948.00,1125.00,5.62,3980.08,1409.80,5389.88,146.83,15.49
306.00,1201.00,6.72,260.55,100.79,361.34,38.02,12.42
326.00,1198.00,7.01,295.72,121.99,417.71,40.88,12.54
264.00,1219.00,7.62,193.93,93.92,287.85,33.93,12.85
234.00,1210.00,7.89,152.36,129.52,281.88,33.58,14.35
537.00,1176.00,7.05,806.56,235.20,1041.76,64.55,12.02
