ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
3351.00,1064.00,9.90,67881.22,1866862.78,1934744.00,2781.90,83.02
1590.00,1102.00,9.40,15197.82,359959.62,375157.44,1225.00,77.04
1098.00,1152.00,10.20,6209.94,162915.94,169125.89,822.50,74.91
501.00,1217.00,10.00,698.43,24471.30,25169.73,317.30,63.33
352.00,1281.00,10.10,344.77,5807.16,6151.93,156.87,44.56
130.00,1351.00,10.20,47.03,1412.17,1459.19,76.40,58.77
110.00,1351.00,10.30,33.67,1537.17,1570.84,79.27,72.06
60.00,1422.00,9.40,10.02,181.91,191.93,27.71,46.18
34.00,1450.00,9.80,3.52,154.76,158.28,25.16,74.00
21.00,1505.00,9.80,1.58,60.97,62.55,15.82,75.32
17.00,1526.00,9.80,1.10,43.51,44.61,13.36,78.57
12.00,1579.00,9.80,0.58,19.36,19.95,8.93,74.44
