T5,T5_units,P5,P5_units,composition,phi,tau,tau_units,ignition_type,ignition_target,ignition_amount,ignition_units,filename
1147,K,16.5,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,357.0,us,max,OHEX;,,,x10001030.xml
1148,K,17.16,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,369.0,us,max,OHEX;,,,x10001030.xml
1161,K,15.93,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,180.0,us,max,OHEX;,,,x10001030.xml
1164,K,16.47,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,232.0,us,max,OHEX;,,,x10001030.xml
1202,K,16.55,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,51.0,us,max,OHEX;,,,x10001030.xml
1211,K,16.36,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,40.0,us,max,OHEX;,,,x10001030.xml
1212,K,17.1,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,43.0,us,max,OHEX;,,,x10001030.xml
1249,K,16.51,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,19.0,us,max,OHEX;,,,x10001030.xml
970,K,3.6,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,4531.0,us,max,OHEX;,,,x10001031.xml
985,K,4.09,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,3448.0,us,max,OHEX;,,,x10001031.xml
993,K,4.04,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,2861.0,us,max,OHEX;,,,x10001031.xml
1002,K,4.17,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,2702.0,us,max,OHEX;,,,x10001031.xml
1007,K,3.83,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,1456.0,us,max,OHEX;,,,x10001031.xml
1021,K,3.96,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,1068.0,us,max,OHEX;,,,x10001031.xml
1024,K,3.83,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,805.0,us,max,OHEX;,,,x10001031.xml
1027,K,4.11,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,826.0,us,max,OHEX;,,,x10001031.xml
1029,K,4.04,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,684.0,us,max,OHEX;,,,x10001031.xml
1031,K,3.77,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,631.0,us,max,OHEX;,,,x10001031.xml
1050,K,4.1,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,333.0,us,max,OHEX;,,,x10001031.xml
1058,K,4.04,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,318.0,us,max,OHEX;,,,x10001031.xml
1060,K,4.07,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,311.0,us,max,OHEX;,,,x10001031.xml
1084,K,4.05,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,227.0,us,max,OHEX;,,,x10001031.xml
1093,K,4.22,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,192.0,us,max,OHEX;,,,x10001031.xml
1103,K,4.33,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,170.0,us,max,OHEX;,,,x10001031.xml
1148,K,4.17,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,109.0,us,max,OHEX;,,,x10001031.xml
1167,K,3.8,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,103.0,us,max,OHEX;,,,x10001031.xml
1186,K,4.09,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,79.0,us,max,OHEX;,,,x10001031.xml
1192,K,3.84,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,74.0,us,max,OHEX;,,,x10001031.xml
1192,K,3.62,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,89.0,us,max,OHEX;,,,x10001031.xml
1201,K,3.79,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,81.0,us,max,OHEX;,,,x10001031.xml
1206,K,3.67,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,78.0,us,max,OHEX;,,,x10001031.xml
1281,K,4.37,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,45.0,us,max,OHEX;,,,x10001031.xml
1336,K,4.61,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,31.0,us,max,OHEX;,,,x10001031.xml
1418,K,4.83,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,22.0,us,max,OHEX;,,,x10001031.xml
882,K,0.86,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,10776.0,us,max,OHEX;,,,x10001032.xml
895,K,0.87,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,9696.0,us,max,OHEX;,,,x10001032.xml
900,K,0.88,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,3734.0,us,max,OHEX;,,,x10001032.xml
902,K,0.96,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,8273.0,us,max,OHEX;,,,x10001032.xml
906,K,0.9,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,6633.0,us,max,OHEX;,,,x10001032.xml
912,K,0.9,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,5445.0,us,max,OHEX;,,,x10001032.xml
926,K,1.0,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,3555.0,us,max,OHEX;,,,x10001032.xml
947,K,1.05,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,2263.0,us,max,OHEX;,,,x10001032.xml
978,K,1.06,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,1279.0,us,max,OHEX;,,,x10001032.xml
988,K,0.92,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,1150.0,us,max,OHEX;,,,x10001032.xml
990,K,0.82,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,1170.0,us,max,OHEX;,,,x10001032.xml
1009,K,0.85,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,720.0,us,max,OHEX;,,,x10001032.xml
1009,K,1.09,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,844.0,us,max,OHEX;,,,x10001032.xml
1011,K,0.93,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,758.0,us,max,OHEX;,,,x10001032.xml
1016,K,1.04,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,763.0,us,max,OHEX;,,,x10001032.xml
1040,K,1.1,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,640.0,us,max,OHEX;,,,x10001032.xml
1065,K,1.0,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,432.0,us,max,OHEX;,,,x10001032.xml
1085,K,1.1,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,455.0,us,max,OHEX;,,,x10001032.xml
1099,K,1.04,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,394.0,us,max,OHEX;,,,x10001032.xml
1123,K,1.1,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,371.0,us,max,OHEX;,,,x10001032.xml
1148,K,0.97,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,364.0,us,max,OHEX;,,,x10001032.xml
1152,K,1.05,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,345.0,us,max,OHEX;,,,x10001032.xml
1170,K,1.05,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,294.0,us,max,OHEX;,,,x10001032.xml
1244,K,1.08,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,204.0,us,max,OHEX;,,,x10001032.xml
1272,K,1.03,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,199.0,us,max,OHEX;,,,x10001032.xml
1331,K,1.0,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,179.0,us,max,OHEX;,,,x10001032.xml
1337,K,0.99,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,174.0,us,max,OHEX;,,,x10001032.xml
1371,K,0.97,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,151.0,us,max,OHEX;,,,x10001032.xml
1389,K,1.03,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,155.0,us,max,OHEX;,,,x10001032.xml
1397,K,0.97,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,158.0,us,max,OHEX;,,,x10001032.xml
1663,K,1.0,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,102.0,us,max,OHEX;,,,x10001032.xml
1663,K,0.97,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,107.0,us,max,OHEX;,,,x10001032.xml
1686,K,1.12,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,79.0,us,max,OHEX;,,,x10001032.xml
1876,K,1.05,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,85.0,us,max,OHEX;,,,x10001032.xml
2000,K,1.11,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,87.0,us,max,OHEX;,,,x10001032.xml
2029,K,1.08,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,113.0,us,max,OHEX;,,,x10001032.xml
2031,K,1.07,bar,"H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112",1.0,61.0,us,max,OHEX;,,,x10001032.xml
916,K,1.1,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,2011.0,us,d/dt max,OHEX;,,,x10001033.xml
936,K,1.1,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,1085.0,us,d/dt max,OHEX;,,,x10001033.xml
954,K,1.2,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,462.0,us,d/dt max,OHEX;,,,x10001033.xml
957,K,1.1,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,311.0,us,d/dt max,OHEX;,,,x10001033.xml
960,K,1.1,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,327.0,us,d/dt max,OHEX;,,,x10001033.xml
972,K,1.1,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,191.0,us,d/dt max,OHEX;,,,x10001033.xml
993,K,1.0,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,144.0,us,d/dt max,OHEX;,,,x10001033.xml
994,K,1.1,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,181.0,us,d/dt max,OHEX;,,,x10001033.xml
994,K,1.0,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,141.0,us,d/dt max,OHEX;,,,x10001033.xml
1046,K,1.0,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,99.0,us,d/dt max,OHEX;,,,x10001033.xml
1049,K,1.1,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,77.0,us,d/dt max,OHEX;,,,x10001033.xml
1064,K,1.0,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,80.0,us,d/dt max,OHEX;,,,x10001033.xml
1065,K,1.1,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,81.0,us,d/dt max,OHEX;,,,x10001033.xml
1070,K,1.0,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,84.0,us,d/dt max,OHEX;,,,x10001033.xml
1074,K,1.1,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,68.0,us,d/dt max,OHEX;,,,x10001033.xml
1088,K,1.0,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,80.0,us,d/dt max,OHEX;,,,x10001033.xml
1092,K,1.0,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,65.0,us,d/dt max,OHEX;,,,x10001033.xml
1119,K,0.9,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,55.0,us,d/dt max,OHEX;,,,x10001033.xml
1151,K,1.0,atm,"H2:0.139, CO:0.035, O2:0.174, N2:0.652",0.5000000000000001,52.0,us,d/dt max,OHEX;,,,x10001033.xml
914,K,1.1,atm,"H2:0.103, CO:0.071, O2:0.172, N2:0.654",0.5058139534883721,2277.0,us,d/dt max,OHEX;,,,x10001034.xml
951,K,1.1,atm,"H2:0.103, CO:0.071, O2:0.172, N2:0.654",0.5058139534883721,687.0,us,d/dt max,OHEX;,,,x10001034.xml
996,K,1.1,atm,"H2:0.103, CO:0.071, O2:0.172, N2:0.654",0.5058139534883721,181.0,us,d/dt max,OHEX;,,,x10001034.xml
1036,K,1.1,atm,"H2:0.103, CO:0.071, O2:0.172, N2:0.654",0.5058139534883721,111.0,us,d/dt max,OHEX;,,,x10001034.xml
1072,K,1.1,atm,"H2:0.103, CO:0.071, O2:0.172, N2:0.654",0.5058139534883721,87.0,us,d/dt max,OHEX;,,,x10001034.xml
1125,K,1.1,atm,"H2:0.103, CO:0.071, O2:0.172, N2:0.654",0.5058139534883721,67.0,us,d/dt max,OHEX;,,,x10001034.xml
1175,K,1.0,atm,"H2:0.103, CO:0.071, O2:0.172, N2:0.654",0.5058139534883721,55.0,us,d/dt max,OHEX;,,,x10001034.xml
1187,K,1.0,atm,"H2:0.103, CO:0.071, O2:0.172, N2:0.654",0.5058139534883721,39.0,us,d/dt max,OHEX;,,,x10001034.xml
1241,K,1.0,atm,"H2:0.103, CO:0.071, O2:0.172, N2:0.654",0.5058139534883721,29.0,us,d/dt max,OHEX;,,,x10001034.xml
900,K,0.9,atm,"H2:0.07, CO:0.104, O2:0.174, N2:0.651",0.5,2935.0,us,d/dt max,OHEX;,,,x10001035.xml
933,K,1.1,atm,"H2:0.07, CO:0.104, O2:0.174, N2:0.651",0.5,1471.0,us,d/dt max,OHEX;,,,x10001035.xml
948,K,1.1,atm,"H2:0.07, CO:0.104, O2:0.174, N2:0.651",0.5,600.0,us,d/dt max,OHEX;,,,x10001035.xml
950,K,0.9,atm,"H2:0.07, CO:0.104, O2:0.174, N2:0.651",0.5,748.0,us,d/dt max,OHEX;,,,x10001035.xml
1009,K,1.1,atm,"H2:0.07, CO:0.104, O2:0.174, N2:0.651",0.5,193.0,us,d/dt max,OHEX;,,,x10001035.xml
1024,K,1.1,atm,"H2:0.07, CO:0.104, O2:0.174, N2:0.651",0.5,160.0,us,d/dt max,OHEX;,,,x10001035.xml
1026,K,1.1,atm,"H2:0.07, CO:0.104, O2:0.174, N2:0.651",0.5,153.0,us,d/dt max,OHEX;,,,x10001035.xml
1071,K,1.1,atm,"H2:0.07, CO:0.104, O2:0.174, N2:0.651",0.5,99.0,us,d/dt max,OHEX;,,,x10001035.xml
1078,K,1.1,atm,"H2:0.07, CO:0.104, O2:0.174, N2:0.651",0.5,93.0,us,d/dt max,OHEX;,,,x10001035.xml
1113,K,1.1,atm,"H2:0.07, CO:0.104, O2:0.174, N2:0.651",0.5,73.0,us,d/dt max,OHEX;,,,x10001035.xml
1145,K,1.1,atm,"H2:0.07, CO:0.104, O2:0.174, N2:0.651",0.5,47.0,us,d/dt max,OHEX;,,,x10001035.xml
1154,K,1.0,atm,"H2:0.07, CO:0.104, O2:0.174, N2:0.651",0.5,69.0,us,d/dt max,OHEX;,,,x10001035.xml
1162,K,1.0,atm,"H2:0.07, CO:0.104, O2:0.174, N2:0.651",0.5,57.0,us,d/dt max,OHEX;,,,x10001035.xml
1169,K,1.0,atm,"H2:0.07, CO:0.104, O2:0.174, N2:0.651",0.5,61.0,us,d/dt max,OHEX;,,,x10001035.xml
934,K,1.2,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,1427.0,us,d/dt max,OHEX;,,,x10001036.xml
936,K,1.2,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,1331.0,us,d/dt max,OHEX;,,,x10001036.xml
957,K,1.2,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,1015.0,us,d/dt max,OHEX;,,,x10001036.xml
957,K,1.2,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,640.0,us,d/dt max,OHEX;,,,x10001036.xml
976,K,1.2,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,337.0,us,d/dt max,OHEX;,,,x10001036.xml
985,K,1.2,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,270.0,us,d/dt max,OHEX;,,,x10001036.xml
987,K,1.1,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,268.0,us,d/dt max,OHEX;,,,x10001036.xml
1015,K,1.1,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,219.0,us,d/dt max,OHEX;,,,x10001036.xml
1024,K,1.1,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,173.0,us,d/dt max,OHEX;,,,x10001036.xml
1046,K,1.1,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,139.0,us,d/dt max,OHEX;,,,x10001036.xml
1061,K,1.1,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,131.0,us,d/dt max,OHEX;,,,x10001036.xml
1100,K,1.1,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,96.0,us,d/dt max,OHEX;,,,x10001036.xml
1156,K,1.1,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,83.0,us,d/dt max,OHEX;,,,x10001036.xml
1183,K,1.1,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,63.0,us,d/dt max,OHEX;,,,x10001036.xml
929,K,2.6,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,2593.0,us,d/dt max,OHEX;,,,x10001037.xml
929,K,2.5,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,1817.0,us,d/dt max,OHEX;,,,x10001037.xml
968,K,2.5,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,1061.0,us,d/dt max,OHEX;,,,x10001037.xml
980,K,2.6,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,978.0,us,d/dt max,OHEX;,,,x10001037.xml
992,K,2.6,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,1015.0,us,d/dt max,OHEX;,,,x10001037.xml
1011,K,2.6,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,426.0,us,d/dt max,OHEX;,,,x10001037.xml
1025,K,2.6,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,342.0,us,d/dt max,OHEX;,,,x10001037.xml
1026,K,2.5,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,240.0,us,d/dt max,OHEX;,,,x10001037.xml
1058,K,2.6,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,108.0,us,d/dt max,OHEX;,,,x10001037.xml
1063,K,3.1,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,120.0,us,d/dt max,OHEX;,,,x10001037.xml
1063,K,2.5,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,92.0,us,d/dt max,OHEX;,,,x10001037.xml
1015,K,13.7,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,2278.0,us,d/dt max,OHEX;,,,x10001038.xml
1080,K,14.5,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,1153.0,us,d/dt max,OHEX;,,,x10001038.xml
1114,K,14.9,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,638.0,us,d/dt max,OHEX;,,,x10001038.xml
1139,K,14.9,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,364.0,us,d/dt max,OHEX;,,,x10001038.xml
1182,K,17.9,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,136.0,us,d/dt max,OHEX;,,,x10001038.xml
1190,K,16.8,atm,"H2:0.035, CO:0.14, O2:0.174, N2:0.651",0.5028735632183909,82.0,us,d/dt max,OHEX;,,,x10001038.xml
960,K,1.2,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,1307.0,us,d/dt max,OHEX;,,,x10001039.xml
964,K,1.2,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,1067.0,us,d/dt max,OHEX;,,,x10001039.xml
1012,K,1.2,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,420.0,us,d/dt max,OHEX;,,,x10001039.xml
1033,K,1.1,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,289.0,us,d/dt max,OHEX;,,,x10001039.xml
1041,K,1.1,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,316.0,us,d/dt max,OHEX;,,,x10001039.xml
1052,K,1.1,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,274.0,us,d/dt max,OHEX;,,,x10001039.xml
1087,K,1.1,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,202.0,us,d/dt max,OHEX;,,,x10001039.xml
1125,K,1.1,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,154.0,us,d/dt max,OHEX;,,,x10001039.xml
1157,K,1.1,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,116.0,us,d/dt max,OHEX;,,,x10001039.xml
1197,K,1.1,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,101.0,us,d/dt max,OHEX;,,,x10001039.xml
981,K,2.7,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,2284.0,us,d/dt max,OHEX;,,,x10001040.xml
991,K,2.6,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,994.0,us,d/dt max,OHEX;,,,x10001040.xml
1016,K,2.6,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,582.0,us,d/dt max,OHEX;,,,x10001040.xml
1018,K,2.2,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,497.0,us,d/dt max,OHEX;,,,x10001040.xml
1026,K,2.6,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,434.0,us,d/dt max,OHEX;,,,x10001040.xml
1048,K,2.5,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,236.0,us,d/dt max,OHEX;,,,x10001040.xml
1060,K,2.1,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,166.0,us,d/dt max,OHEX;,,,x10001040.xml
1076,K,2.5,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,143.0,us,d/dt max,OHEX;,,,x10001040.xml
1088,K,2.5,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,132.0,us,d/dt max,OHEX;,,,x10001040.xml
1112,K,2.1,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,90.0,us,d/dt max,OHEX;,,,x10001040.xml
1118,K,2.5,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,94.0,us,d/dt max,OHEX;,,,x10001040.xml
1148,K,2.3,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,70.0,us,d/dt max,OHEX;,,,x10001040.xml
1063,K,14.3,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,1695.0,us,d/dt max,OHEX;,,,x10001041.xml
1090,K,13.6,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,842.0,us,d/dt max,OHEX;,,,x10001041.xml
1117,K,13.3,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,644.0,us,d/dt max,OHEX;,,,x10001041.xml
1123,K,15.2,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,546.0,us,d/dt max,OHEX;,,,x10001041.xml
1126,K,11.9,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,472.0,us,d/dt max,OHEX;,,,x10001041.xml
1139,K,14.3,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,395.0,us,d/dt max,OHEX;,,,x10001041.xml
1158,K,14.7,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,272.0,us,d/dt max,OHEX;,,,x10001041.xml
1159,K,13.2,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,265.0,us,d/dt max,OHEX;,,,x10001041.xml
1221,K,15.7,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,72.0,us,d/dt max,OHEX;,,,x10001041.xml
1265,K,17.1,atm,"H2:0.017, CO:0.156, O2:0.175, N2:0.652",0.4942857142857143,25.0,us,d/dt max,OHEX;,,,x10001041.xml
968,K,1.2,atm,"H2:0.009, CO:0.165, O2:0.175, N2:0.652",0.4971428571428572,1365.0,us,d/dt max,OHEX;,,,x10001042.xml
977,K,1.2,atm,"H2:0.009, CO:0.165, O2:0.175, N2:0.652",0.4971428571428572,1099.0,us,d/dt max,OHEX;,,,x10001042.xml
979,K,1.2,atm,"H2:0.009, CO:0.165, O2:0.175, N2:0.652",0.4971428571428572,856.0,us,d/dt max,OHEX;,,,x10001042.xml
982,K,1.1,atm,"H2:0.009, CO:0.165, O2:0.175, N2:0.652",0.4971428571428572,970.0,us,d/dt max,OHEX;,,,x10001042.xml
1010,K,1.2,atm,"H2:0.009, CO:0.165, O2:0.175, N2:0.652",0.4971428571428572,611.0,us,d/dt max,OHEX;,,,x10001042.xml
1034,K,1.1,atm,"H2:0.009, CO:0.165, O2:0.175, N2:0.652",0.4971428571428572,399.0,us,d/dt max,OHEX;,,,x10001042.xml
1050,K,1.1,atm,"H2:0.009, CO:0.165, O2:0.175, N2:0.652",0.4971428571428572,272.0,us,d/dt max,OHEX;,,,x10001042.xml
