m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,log_idt
2.133953612534045,1.7215415519951482,2.054532373048522,1.598894415732576,1.1044768628545318,1.575490021529682,0.5838282399194638,3.0567995449943317,1.1959303526854086,-2.4227599103651594
0.5176973001132265,0.8146200442719866,1.0323541817024502,3.0086507498500796,1.613048918115907,0.6467054057111641,2.3758426908683457,2.2539978127312996,1.4426930625040018,-2.3506136036767975
0.44474764874108913,3.1318017033910053,2.035843552952601,1.2095883636650104,1.5707068966796958,0.34043538987930233,0.4318621314214594,2.627541566886205,1.8200204059861063,-2.310213166797596
1.4299569011519364,1.5928172564863616,2.8266195571963415,0.45491052280575484,0.5286873926276179,2.8499101776142353,2.6597678202954635,0.4578621730134629,1.0151805978113628,-2.3785457141595656
2.221728925693716,3.0434960059049967,2.3058799599237756,1.62321031390338,2.657128572600817,2.8052531381580152,1.443983061938225,1.4212193404321003,2.6719408889861427,-2.3597300670185373
1.9562856945930642,2.802488766506639,2.8404300174889574,2.032061281693463,0.6798262489132272,1.704524990406175,2.319576648925305,1.2160197252415372,0.5711871865819056,-2.366905900185673
1.6626749448372653,1.9257055855530187,1.9636828460031055,2.2056755814205395,2.634562079533419,1.1961373368705672,0.4892108853596535,2.8105440364578653,0.5237827563187527,-2.3574647670143483
2.6838343981472828,2.5401525275119723,2.0253619953278488,2.617448855429518,2.869465060970095,2.9317264518816004,0.49538121297342436,1.16714247512797,2.627797659687631,-2.3286742867568497
0.5555663193185225,2.826867466843773,2.9033969378469386,2.7640424332974716,2.6480771457936716,2.1296654985916836,2.325742747561351,1.2639712231447702,1.0140508764941116,-2.3083638916594413
0.7136214592551677,1.9706942713448572,1.5297426160671006,1.1703335414312148,0.8951307848250296,2.221193600136527,2.5079166626273146,1.1111513875340437,1.9440142355375818,-2.384601251863085
2.6369807388743673,0.6423516437217645,1.9887514414515426,0.480217899013882,2.990118359328718,0.43077806492540593,0.9696730139025229,1.8970237140428867,2.8862403379525725,-2.8964995807983254
1.2563434977859411,2.100198350613471,1.5707087912941198,0.5145712504106422,2.8894986883384064,2.9803009560491387,1.1285825845721178,0.5340268789648857,0.8256117022458191,-2.3326407678836665
0.36036162888668005,0.4394144831805643,1.1190792949998585,1.4829869564309304,1.4334889694117903,1.4392172551572016,1.035612769044556,2.6758286964409734,1.3212836408935413,-2.572146673673562
0.3851131083372904,2.9522398505361473,0.8521076133807007,1.3191368990184733,2.9673360411885974,2.2867545374368583,1.8373719151135757,2.533030314829242,1.4807153513548974,-2.3287467592013535
1.6222561028760332,3.1545158465392817,2.0463224063291765,2.8560570421667255,0.9300013662406823,1.1904158176257291,1.3897151965756407,2.690931601709085,2.8911521234217745,-2.3122174166492893
1.2341875716992854,2.6941164223555543,1.2081440890513235,1.554177104679566,0.4615557465088457,0.5898242188706806,0.6139728115527251,0.7401840192784737,0.9171641931864198,-2.3351141961040045
1.2838642849112947,1.964367126776414,1.5418922064459257,1.5598287578557315,1.0545551142180263,1.20258664280677,1.0868121961815458,1.4571963879524794,1.336719495049061,-2.3273961778317553
0.6188592615836649,2.9057256230946544,1.2976968875365666,1.911008529245688,0.603477791222482,1.2270222296821893,2.7515704978364464,2.319003326760441,3.1374346612158885,-2.3964708877323453
1.391318759949376,1.326334137638603,0.4984703896283028,2.0892531609074774,2.4977640881557424,0.623904336603182,1.798043166449701,1.8768620829056213,2.9811638382150143,-2.361735618581213
1.7862250003012725,0.4740351422083969,2.8788646195025933,2.6711330826272928,2.181807535953073,3.1008868827579965,0.6940225761703482,1.1840456916892999,2.3614113686027993,-5.140596355088559
1.3062436962520372,2.0130228156399474,1.717846361414933,2.6599563686482433,2.32669724581627,3.123837670413005,2.100736051153592,2.3778737073026326,2.3078278123949034,-2.4120250099783416
0.9775698970870517,3.0190227713548707,2.266050313582876,0.6686370417337418,2.0363631420071293,0.7765622705916355,2.1086260640288383,1.358559770828321,1.3675795168208065,-2.3434359789257893
1.5008874400647123,1.4142170281672883,0.9206413445562672,2.746492772866723,0.900076679631121,1.5561136725165512,2.0070590298263125,2.668414373987616,2.5175781219448283,-2.3137357845393685
1.847425032610287,1.3991439369811818,0.7805223581040507,1.9452517834170642,2.50063341415134,1.3896314586235883,0.6719829390782168,0.7514207546003555,3.05316521751069,-2.3676968538050813
