equation,if,low_impact,rank
H + O2 <=> O + OH,0.17770801217471513,False,1
H2 + O <=> H + OH,0.010936638642175157,True,2
H + HO2 <=> H2 + O2,0.010588139557026458,True,3
2 H + M <=> H2 + M,0.005582025497390514,True,4
H2 + OH <=> H + H2O,0.003953594975085248,True,5
H + HO2 <=> 2 OH,0.002240528943682592,True,6
H2O + OH* <=> H2O + OH,0.0005672415160996313,True,7
H2 + OH* <=> H2 + OH,0.0004934424250005587,True,8
HCO + O <=> CO2 + H,0.0004833003111501859,True,9
HCO + HO2 => CO2 + H + OH,0.00046121581797557606,True,10
H + H2O2 <=> H2 + HO2,0.00040489728488006266,True,11
2 O + M <=> O2 + M,0.00034701368969790715,True,12
HO2 + OH <=> H2O + O2,0.0003387320083975644,True,13
HCO + O <=> CO + OH,0.0002970468712758731,True,14
H + O2 (+M) <=> HO2 (+M),0.00028971860282469273,True,15
C + OH <=> CO + H,0.00026589630252762855,True,16
H + OH* <=> H + OH,0.0002365524270398155,True,17
HO2 + O <=> O2 + OH,0.00022568911698623388,True,18
OH + OH* <=> 2 OH,0.000207601011910407,True,19
N2 + OH* <=> N2 + OH,0.00020342324117309475,True,20
H2O2 + O <=> HO2 + OH,0.00019277445799313194,True,21
HCO + OH <=> CO + H2O,0.00018737360022397302,True,22
CO + OH <=> CO2 + H,0.00016181951461830866,True,23
C + O2 <=> CO + O,0.00015702385654838003,True,24
2 HO2 <=> H2O2 + O2,0.00014572696469065374,True,25
H + HCO <=> CO + H2,0.00014512840076403717,True,26
CO + O (+M) <=> CO2 (+M),0.00013406685913915472,True,27
2 HCO => 2 CO + H2,0.00011430285059018046,True,28
H + H2O2 <=> H2O + OH,8.574838726486398e-05,True,29
HCO + M <=> CO + H + M,8.19101604385003e-05,True,30
H + OH (+M) <=> H2O (+M),7.492632425192545e-05,True,31
H + O + M <=> OH + M,5.320872883948172e-05,True,32
CO + HO2 <=> CO2 + OH,3.797778085438627e-05,True,33
H2O2 + OH <=> H2O + HO2,3.665351237621667e-05,True,34
2 OH <=> H2O + O,3.312858076380202e-05,True,35
O2 + OH* <=> O2 + OH,3.161635695061017e-05,True,36
H2O2 (+M) <=> 2 OH (+M),3.157873443468075e-05,True,37
CO + O2 <=> CO2 + O,2.1039322689304886e-05,True,38
HCO + O2 <=> CO + HO2,1.9225941647082113e-05,True,39
OH* <=> OH,9.926090500913411e-07,True,40
AR + OH* <=> AR + OH,8.10151406962996e-07,True,41
