equation,if,low_impact,rank
H + O2 <=> O + OH,0.09158082315296692,False,1
H2 + O <=> H + OH,0.07051387769638616,False,2
H2 + OH <=> H + H2O,0.033406476069823464,False,3
H + HO2 <=> H2 + O2,0.010890918070441742,False,4
H + O2 (+M) <=> HO2 (+M),0.005879799223370813,True,5
2 OH <=> H2O + O,0.001337358160698689,True,6
H2O + OH* <=> H2O + OH,0.0008642696453120791,True,7
H + O + M <=> OH + M,0.0008503290644142899,True,8
H2O2 (+M) <=> 2 OH (+M),0.0008340847443641512,True,9
2 HO2 <=> H2O2 + O2,0.0008192439875132099,True,10
H2O2 + O <=> HO2 + OH,0.0007761965823918988,True,11
OH* <=> OH,0.0007744169892332825,True,12
HCO + O <=> CO + OH,0.0007382807463334453,True,13
H + OH (+M) <=> H2O (+M),0.0007281315275863161,True,14
H + HO2 <=> 2 OH,0.0006700032725027159,True,15
HCO + HO2 => CO2 + H + OH,0.0006333236153191412,True,16
H + H2O2 <=> H2 + HO2,0.0006115123457799109,True,17
OH + OH* <=> 2 OH,0.0005633895511594322,True,18
H + OH* <=> H + OH,0.0005343402626786157,True,19
H2O2 + OH <=> H2O + HO2,0.0005303308978655612,True,20
AR + OH* <=> AR + OH,0.0005263062424336108,True,21
H2 + OH* <=> H2 + OH,0.0004771333893597721,True,22
CO + O2 <=> CO2 + O,0.00042857709276338473,True,23
2 HCO => 2 CO + H2,0.00042426083051307013,True,24
HCO + O <=> CO2 + H,0.0004061645487210299,True,25
HCO + OH <=> CO + H2O,0.0003931032447211283,True,26
HCO + M <=> CO + H + M,0.00037705566000918077,True,27
CO + O (+M) <=> CO2 (+M),0.00034946602903153303,True,28
HO2 + O <=> O2 + OH,0.00032157572546232996,True,29
CO + HO2 <=> CO2 + OH,0.0003178876913346364,True,30
C + O2 <=> CO + O,0.00031418596200178674,True,31
2 H + M <=> H2 + M,0.00029685474565583904,True,32
C + OH <=> CO + H,0.00026956897233208353,True,33
2 O + M <=> O2 + M,0.00025458755769113814,True,34
H + HCO <=> CO + H2,0.00020413532140168175,True,35
N2 + OH* <=> N2 + OH,0.00010292653174759394,True,36
O2 + OH* <=> O2 + OH,8.6138374552717e-05,True,37
CO + OH <=> CO2 + H,7.059616415397519e-05,True,38
HCO + O2 <=> CO + HO2,6.948224518473129e-05,True,39
H + H2O2 <=> H2O + OH,5.220476148300445e-05,True,40
HO2 + OH <=> H2O + O2,4.71650623019936e-09,True,41
