equation,if,low_impact,rank
H + O2 <=> O + OH,0.09126525599935162,False,1
CO + OH <=> CO2 + H,0.08319084575129201,False,2
H2 + O <=> H + OH,0.07140779921833139,False,3
H + O2 (+M) <=> HO2 (+M),0.05259781713193282,False,4
H + HO2 <=> 2 OH,0.010569834931492784,False,5
HO2 + OH <=> H2O + O2,0.003963572966648271,True,6
CO + O2 <=> CO2 + O,0.003454207052252002,True,7
HO2 + O <=> O2 + OH,0.003132470355412666,True,8
C + OH <=> CO + H,0.0028349213737961596,True,9
HCO + O <=> CO + OH,0.002615766784045079,True,10
H + HCO <=> CO + H2,0.002403199481777307,True,11
N2 + OH* <=> N2 + OH,0.0020798286610198024,True,12
CO + HO2 <=> CO2 + OH,0.0020720939335095428,True,13
HCO + O <=> CO2 + H,0.0019846611289008735,True,14
H2O + OH* <=> H2O + OH,0.0019361067242859129,True,15
CO + O (+M) <=> CO2 (+M),0.0015621748796697818,True,16
H + HO2 <=> H2 + O2,0.001526534802926122,True,17
H + O + M <=> OH + M,0.0013438460904517586,True,18
HCO + OH <=> CO + H2O,0.0012531694881008889,True,19
H2 + OH* <=> H2 + OH,0.001248401500601874,True,20
HCO + M <=> CO + H + M,0.0011688223558419305,True,21
H2 + OH <=> H + H2O,0.0011259149457889034,True,22
2 OH <=> H2O + O,0.0011144540954127905,True,23
O2 + OH* <=> O2 + OH,0.0010532499966930664,True,24
H2O2 (+M) <=> 2 OH (+M),0.0008568028528821501,True,25
2 H + M <=> H2 + M,0.0008343545186541457,True,26
HCO + O2 <=> CO + HO2,0.000703281996990198,True,27
C + O2 <=> CO + O,0.0007001063167752189,True,28
2 HCO => 2 CO + H2,0.0006916897497089568,True,29
H2O2 + OH <=> H2O + HO2,0.0005861188265222433,True,30
H + H2O2 <=> H2 + HO2,0.000542694873316294,True,31
2 HO2 <=> H2O2 + O2,0.00048000992105980025,True,32
HCO + HO2 => CO2 + H + OH,0.0004683193175502936,True,33
OH + OH* <=> 2 OH,0.00042692916339945704,True,34
OH* <=> OH,0.00034513375268398834,True,35
H + OH* <=> H + OH,0.00030977507115178583,True,36
2 O + M <=> O2 + M,0.00026794474386949665,True,37
H2O2 + O <=> HO2 + OH,0.00020580261488926962,True,38
H + H2O2 <=> H2O + OH,0.0001519365860090763,True,39
H + OH (+M) <=> H2O (+M),3.2898008706225176e-05,True,40
AR + OH* <=> AR + OH,2.5119831943849217e-05,True,41
