equation,if,low_impact,rank
H + O2 (+M) <=> HO2 (+M),1.2115166174222023,False,1
H + O2 <=> O + OH,1.0979457164064013,False,2
H + HCO <=> CO + H2,0.13114815427239096,False,3
H + H2O2 <=> H2 + HO2,0.12671774816336887,False,4
C + OH <=> CO + H,0.11445671071212996,True,5
2 H + M <=> H2 + M,0.09222502444291024,True,6
HCO + O <=> CO2 + H,0.07882007879430682,True,7
O2 + OH* <=> O2 + OH,0.06765847909779604,True,8
H2O + OH* <=> H2O + OH,0.06312485985566899,True,9
H + HO2 <=> 2 OH,0.06062428543694897,True,10
HO2 + O <=> O2 + OH,0.05889956726567604,True,11
HCO + O <=> CO + OH,0.05659936393888082,True,12
CO + O2 <=> CO2 + O,0.05540325828769256,True,13
OH + OH* <=> 2 OH,0.05237835149257789,True,14
OH* <=> OH,0.050416081501073455,True,15
N2 + OH* <=> N2 + OH,0.048308518921459924,True,16
AR + OH* <=> AR + OH,0.03570818331370139,True,17
HCO + OH <=> CO + H2O,0.028618092348689485,True,18
H + O + M <=> OH + M,0.0277171780141877,True,19
H2 + OH* <=> H2 + OH,0.022908555510759758,True,20
HO2 + OH <=> H2O + O2,0.021224488873610958,True,21
CO + OH <=> CO2 + H,0.01844036704480493,True,22
H + OH* <=> H + OH,0.017316286353284617,True,23
H2O2 + O <=> HO2 + OH,0.016393318388896922,True,24
H2 + OH <=> H + H2O,0.015715495296117276,True,25
CO + HO2 <=> CO2 + OH,0.015383737558148626,True,26
HCO + HO2 => CO2 + H + OH,0.015030049687352477,True,27
H2O2 (+M) <=> 2 OH (+M),0.014839812501306305,True,28
2 O + M <=> O2 + M,0.014771775420683418,True,29
H2 + O <=> H + OH,0.013755875643424665,True,30
CO + O (+M) <=> CO2 (+M),0.012299580752098816,True,31
H + HO2 <=> H2 + O2,0.01020284519878558,True,32
H + OH (+M) <=> H2O (+M),0.007405026486186777,True,33
C + O2 <=> CO + O,0.005463901244955599,True,34
2 HCO => 2 CO + H2,0.004677367552695866,True,35
2 OH <=> H2O + O,0.0017399663665704343,True,36
H + H2O2 <=> H2O + OH,0.0015749046575934727,True,37
HCO + M <=> CO + H + M,0.0014809635534592234,True,38
2 HO2 <=> H2O2 + O2,0.0012595988164754786,True,39
H2O2 + OH <=> H2O + HO2,0.0006625227602441004,True,40
HCO + O2 <=> CO + HO2,0.00041316691117985457,True,41
