equation,if,low_impact,rank
CO + O2 <=> CO2 + O,0.203301268154534,False,1
O2 + OH* <=> O2 + OH,0.03389922418618585,False,2
H2O2 + O <=> HO2 + OH,0.033494922675222104,False,3
H2 + OH <=> H + H2O,0.031848883841906,False,4
2 H + M <=> H2 + M,0.031221109158272344,False,5
H + O2 <=> O + OH,0.019570566640514212,True,6
HCO + O <=> CO2 + H,0.01717038908247605,True,7
H + HO2 <=> H2 + O2,0.015537094927407078,True,8
HCO + M <=> CO + H + M,0.01357748680567225,True,9
H + HCO <=> CO + H2,0.013482812703857407,True,10
HCO + O <=> CO + OH,0.013313865184321037,True,11
H2O2 + OH <=> H2O + HO2,0.011143133576430202,True,12
HCO + HO2 => CO2 + H + OH,0.010369489145242368,True,13
H2O2 (+M) <=> 2 OH (+M),0.009387593758105467,True,14
HCO + OH <=> CO + H2O,0.008700736926557226,True,15
H2 + OH* <=> H2 + OH,0.008418390711846854,True,16
H + OH* <=> H + OH,0.007976190291551942,True,17
C + O2 <=> CO + O,0.007816106832578409,True,18
HCO + O2 <=> CO + HO2,0.006955122948248846,True,19
2 HCO => 2 CO + H2,0.006519467802635036,True,20
2 OH <=> H2O + O,0.005913954917338495,True,21
H + O + M <=> OH + M,0.005619550216973757,True,22
HO2 + O <=> O2 + OH,0.005266914030395517,True,23
C + OH <=> CO + H,0.005033173949309586,True,24
H + OH (+M) <=> H2O (+M),0.004681812990317258,True,25
H2 + O <=> H + OH,0.00438946511440226,True,26
H + H2O2 <=> H2O + OH,0.004349480236188757,True,27
N2 + OH* <=> N2 + OH,0.004219767209984503,True,28
H2O + OH* <=> H2O + OH,0.004183351422693587,True,29
CO + HO2 <=> CO2 + OH,0.004095820702501543,True,30
H + H2O2 <=> H2 + HO2,0.00366678506915187,True,31
HO2 + OH <=> H2O + O2,0.003344713258629797,True,32
CO + OH <=> CO2 + H,0.002615745030355997,True,33
OH + OH* <=> 2 OH,0.0023689777603839958,True,34
2 O + M <=> O2 + M,0.002242507065071862,True,35
H + O2 (+M) <=> HO2 (+M),0.0020772410037738333,True,36
OH* <=> OH,0.0018111839060707163,True,37
2 HO2 <=> H2O2 + O2,0.0009344223741604074,True,38
CO + O (+M) <=> CO2 (+M),0.00021094343464160434,True,39
H + HO2 <=> 2 OH,0.00019042138877508225,True,40
AR + OH* <=> AR + OH,6.587048113209367e-05,True,41
