equation,if,low_impact,rank
H + O2 <=> O + OH,0.1459281956949816,False,1
H2 + O <=> H + OH,0.030548540289489685,False,2
H2 + OH <=> H + H2O,0.015871869389646485,False,3
H + HO2 <=> H2 + O2,0.010203039675841338,True,4
H + HO2 <=> 2 OH,0.0024590071684592527,True,5
H + O + M <=> OH + M,0.00241684799625937,True,6
2 H + M <=> H2 + M,0.0019486126605258115,True,7
HCO + O <=> CO2 + H,0.0010236260799813429,True,8
H2O + OH* <=> H2O + OH,0.0009746545714213709,True,9
HCO + O <=> CO + OH,0.0008320550859849214,True,10
H2O2 + O <=> HO2 + OH,0.0007399753317089355,True,11
HCO + HO2 => CO2 + H + OH,0.0006086200244406261,True,12
2 HO2 <=> H2O2 + O2,0.0005505889928029156,True,13
H + H2O2 <=> H2 + HO2,0.0004517182640791615,True,14
H2 + OH* <=> H2 + OH,0.0004510247880264205,True,15
H + H2O2 <=> H2O + OH,0.0004034675718652536,True,16
HO2 + OH <=> H2O + O2,0.00040233702532816736,True,17
HCO + OH <=> CO + H2O,0.0003998058429480131,True,18
H + OH (+M) <=> H2O (+M),0.0003898450189046565,True,19
H + HCO <=> CO + H2,0.00035788356977300675,True,20
2 HCO => 2 CO + H2,0.0003435515014217294,True,21
CO + OH <=> CO2 + H,0.000342495822189412,True,22
C + OH <=> CO + H,0.00033421011325621196,True,23
HCO + O2 <=> CO + HO2,0.0002807580437934085,True,24
CO + O (+M) <=> CO2 (+M),0.0002695171814584519,True,25
CO + HO2 <=> CO2 + OH,0.0002613740209380878,True,26
HO2 + O <=> O2 + OH,0.0002443916194400152,True,27
2 O + M <=> O2 + M,0.00024168374345300732,True,28
2 OH <=> H2O + O,0.00023308255551216943,True,29
H + OH* <=> H + OH,0.00022516226596121328,True,30
OH + OH* <=> 2 OH,0.00019619188582105848,True,31
C + O2 <=> CO + O,0.00018514641164118565,True,32
H2O2 (+M) <=> 2 OH (+M),0.00017683354773135478,True,33
H + O2 (+M) <=> HO2 (+M),0.00016096668750508836,True,34
CO + O2 <=> CO2 + O,0.00013221573308736616,True,35
OH* <=> OH,0.00010715755622403187,True,36
HCO + M <=> CO + H + M,0.00010254317855306998,True,37
N2 + OH* <=> N2 + OH,9.7649380059673e-05,True,38
AR + OH* <=> AR + OH,7.520110095638252e-05,True,39
O2 + OH* <=> O2 + OH,7.144608247385582e-05,True,40
H2O2 + OH <=> H2O + HO2,4.872035250800077e-05,True,41
