equation,if,low_impact,rank
H + O2 (+M) <=> HO2 (+M),0.9487163709384783,False,1
H + O2 <=> O + OH,0.9318792228403274,False,2
H + HO2 <=> 2 OH,0.0974938559382146,False,3
HCO + OH <=> CO + H2O,0.05461512007388521,True,4
H + H2O2 <=> H2 + HO2,0.05217034067916862,True,5
H + HO2 <=> H2 + O2,0.050282092103522136,True,6
C + O2 <=> CO + O,0.04504445779722108,True,7
OH* <=> OH,0.04314557804225749,True,8
2 OH <=> H2O + O,0.04094366717228634,True,9
H2 + O <=> H + OH,0.04042695392529341,True,10
H2 + OH <=> H + H2O,0.03616646935268663,True,11
H2O2 + OH <=> H2O + HO2,0.0356132755228958,True,12
CO + O (+M) <=> CO2 (+M),0.03525590026382291,True,13
HO2 + OH <=> H2O + O2,0.03414274905773386,True,14
H + OH (+M) <=> H2O (+M),0.03262458842261547,True,15
H2O + OH* <=> H2O + OH,0.03193804563401655,True,16
HCO + O <=> CO2 + H,0.02799723416021146,True,17
H + H2O2 <=> H2O + OH,0.02745167276890878,True,18
H + OH* <=> H + OH,0.026208055891890448,True,19
2 H + M <=> H2 + M,0.024665851380158067,True,20
CO + OH <=> CO2 + H,0.024537903149011872,True,21
2 HCO => 2 CO + H2,0.01976450294793701,True,22
2 HO2 <=> H2O2 + O2,0.016148302893982246,True,23
HCO + M <=> CO + H + M,0.01515076182165141,True,24
HCO + O <=> CO + OH,0.014541590682832046,True,25
H2 + OH* <=> H2 + OH,0.014404517408262145,True,26
HCO + O2 <=> CO + HO2,0.011617812099610972,True,27
2 O + M <=> O2 + M,0.011169216501207627,True,28
AR + OH* <=> AR + OH,0.00925745781637487,True,29
C + OH <=> CO + H,0.009220572939168043,True,30
HCO + HO2 => CO2 + H + OH,0.0073889536346192115,True,31
H2O2 + O <=> HO2 + OH,0.006714169654065825,True,32
H + HCO <=> CO + H2,0.006087086531547484,True,33
CO + O2 <=> CO2 + O,0.005870949715844952,True,34
H2O2 (+M) <=> 2 OH (+M),0.0052250410296686275,True,35
O2 + OH* <=> O2 + OH,0.0037383312490141887,True,36
CO + HO2 <=> CO2 + OH,0.003163772481354597,True,37
OH + OH* <=> 2 OH,0.002497358363411884,True,38
N2 + OH* <=> N2 + OH,0.0023780189105566986,True,39
HO2 + O <=> O2 + OH,0.0003939909203460109,True,40
H + O + M <=> OH + M,2.2529429934104496e-05,True,41
