equation,if,low_impact,rank
H + O2 <=> O + OH,0.19220086362618674,False,1
H + O2 (+M) <=> HO2 (+M),0.08583973705832314,False,2
H2 + O <=> H + OH,0.05968251286193256,False,3
H2 + OH <=> H + H2O,0.023897710858359126,False,4
H + HO2 <=> 2 OH,0.015440134170110802,True,5
H + HCO <=> CO + H2,0.00548576972198578,True,6
HCO + O <=> CO + OH,0.005196773060766639,True,7
C + OH <=> CO + H,0.004455724363481628,True,8
2 H + M <=> H2 + M,0.004418013639895735,True,9
HCO + O <=> CO2 + H,0.003937522768326553,True,10
HO2 + O <=> O2 + OH,0.0036983275747531404,True,11
N2 + OH* <=> N2 + OH,0.0035462507455442677,True,12
H2O + OH* <=> H2O + OH,0.0031944506423831898,True,13
H2 + OH* <=> H2 + OH,0.003140469602016308,True,14
CO + HO2 <=> CO2 + OH,0.00289178221980752,True,15
HO2 + OH <=> H2O + O2,0.002662683151213121,True,16
H + O + M <=> OH + M,0.002635743019484143,True,17
H2O2 (+M) <=> 2 OH (+M),0.002556269659803756,True,18
O2 + OH* <=> O2 + OH,0.0024227052912065383,True,19
H + OH (+M) <=> H2O (+M),0.0021026338900280916,True,20
H + HO2 <=> H2 + O2,0.001735785725792061,True,21
2 OH <=> H2O + O,0.0016855809217752723,True,22
H2O2 + OH <=> H2O + HO2,0.0014483352688883261,True,23
2 HO2 <=> H2O2 + O2,0.0014377071869482345,True,24
OH + OH* <=> 2 OH,0.0014084459428746554,True,25
CO + O (+M) <=> CO2 (+M),0.001398013535322587,True,26
H + H2O2 <=> H2 + HO2,0.0013872403619776584,True,27
HCO + M <=> CO + H + M,0.0013477084251222954,True,28
CO + O2 <=> CO2 + O,0.0013289296028040744,True,29
H + OH* <=> H + OH,0.001130531821116768,True,30
H + H2O2 <=> H2O + OH,0.0010003740936921077,True,31
C + O2 <=> CO + O,0.0009400300400447836,True,32
OH* <=> OH,0.0005289631821738726,True,33
HCO + HO2 => CO2 + H + OH,0.00045246439556661063,True,34
AR + OH* <=> AR + OH,0.0004316531797596302,True,35
HCO + OH <=> CO + H2O,0.0002179623004940859,True,36
HCO + O2 <=> CO + HO2,0.0001632233571665553,True,37
H2O2 + O <=> HO2 + OH,0.00015467182455314467,True,38
2 O + M <=> O2 + M,0.00014299291976053644,True,39
2 HCO => 2 CO + H2,0.00011226093328361455,True,40
CO + OH <=> CO2 + H,9.190014978252712e-05,True,41
