equation,if,low_impact,rank
H + O2 <=> O + OH,0.42218248348927373,False,1
H + O2 (+M) <=> HO2 (+M),0.27444168378210443,False,2
H + HO2 <=> 2 OH,0.04981950828035192,False,3
H2 + O <=> H + OH,0.035285002917024896,True,4
H + HCO <=> CO + H2,0.02705584827197038,True,5
2 H + M <=> H2 + M,0.025067784215621836,True,6
C + OH <=> CO + H,0.02370296781225633,True,7
HCO + O <=> CO + OH,0.02358379199525748,True,8
HO2 + O <=> O2 + OH,0.02136216403326705,True,9
N2 + OH* <=> N2 + OH,0.021296581903017666,True,10
H2O2 (+M) <=> 2 OH (+M),0.019602487583089755,True,11
HCO + O <=> CO2 + H,0.01815347556685554,True,12
H + HO2 <=> H2 + O2,0.016618086736977154,True,13
H2 + OH* <=> H2 + OH,0.016223377926554143,True,14
O2 + OH* <=> O2 + OH,0.01610945529605903,True,15
H2O + OH* <=> H2O + OH,0.015736849897901244,True,16
CO + HO2 <=> CO2 + OH,0.014260652312406788,True,17
H + OH (+M) <=> H2O (+M),0.013431488274423206,True,18
CO + O (+M) <=> CO2 (+M),0.011949218047718391,True,19
H + O + M <=> OH + M,0.011026613893677395,True,20
OH + OH* <=> 2 OH,0.010337241406514163,True,21
H + OH* <=> H + OH,0.009521179318164881,True,22
H + H2O2 <=> H2 + HO2,0.008821315093936069,True,23
C + O2 <=> CO + O,0.0088087944842051,True,24
2 OH <=> H2O + O,0.00876146340407106,True,25
HO2 + OH <=> H2O + O2,0.007625372225047657,True,26
H + H2O2 <=> H2O + OH,0.007236510694162282,True,27
H2 + OH <=> H + H2O,0.006629624941302904,True,28
2 HO2 <=> H2O2 + O2,0.0059625079426480895,True,29
CO + O2 <=> CO2 + O,0.005462408650191219,True,30
H2O2 + OH <=> H2O + HO2,0.0050595853905165186,True,31
2 O + M <=> O2 + M,0.00502806403562583,True,32
OH* <=> OH,0.004462982356478231,True,33
2 HCO => 2 CO + H2,0.004098780771364919,True,34
HCO + O2 <=> CO + HO2,0.003915174532534506,True,35
HCO + M <=> CO + H + M,0.0037726371892917126,True,36
CO + OH <=> CO2 + H,0.00232189374462619,True,37
HCO + OH <=> CO + H2O,0.0010719502091564082,True,38
HCO + HO2 => CO2 + H + OH,0.0009956741434673148,True,39
H2O2 + O <=> HO2 + OH,0.0006915279630473982,True,40
AR + OH* <=> AR + OH,0.00042562347395649447,True,41
