equation,if,low_impact,rank
CO + O2 <=> CO2 + O,0.230686067486934,False,1
CO + OH <=> CO2 + H,0.062496352574388084,False,2
H2 + OH* <=> H2 + OH,0.049712324871154207,False,3
2 HO2 <=> H2O2 + O2,0.035165180115687804,False,4
CO + HO2 <=> CO2 + OH,0.032151623151555654,False,5
HO2 + O <=> O2 + OH,0.031387148238772915,False,6
2 HCO => 2 CO + H2,0.030767218130842128,False,7
OH* <=> OH,0.02867245701809399,False,8
HCO + O2 <=> CO + HO2,0.026931916236166975,False,9
H + HO2 <=> H2 + O2,0.02614150733155382,False,10
C + OH <=> CO + H,0.02055209304836105,True,11
HCO + O <=> CO + OH,0.019829460961664987,True,12
N2 + OH* <=> N2 + OH,0.019206904799390193,True,13
C + O2 <=> CO + O,0.017950756757257595,True,14
H2 + O <=> H + OH,0.017650025590003005,True,15
H + OH* <=> H + OH,0.017577374758992827,True,16
CO + O (+M) <=> CO2 (+M),0.016601987736690943,True,17
H + HO2 <=> 2 OH,0.01655986623392845,True,18
OH + OH* <=> 2 OH,0.014721138605646231,True,19
HCO + HO2 => CO2 + H + OH,0.014718504446508957,True,20
H + H2O2 <=> H2 + HO2,0.014519102739397168,True,21
H + OH (+M) <=> H2O (+M),0.013306324953406985,True,22
H2O2 (+M) <=> 2 OH (+M),0.012726043062837662,True,23
2 O + M <=> O2 + M,0.012666584520482242,True,24
O2 + OH* <=> O2 + OH,0.011360952904774457,True,25
H2 + OH <=> H + H2O,0.011127964012633463,True,26
HCO + M <=> CO + H + M,0.01008794419548601,True,27
H + O2 (+M) <=> HO2 (+M),0.00885240230324127,True,28
HO2 + OH <=> H2O + O2,0.008817399871208947,True,29
H2O2 + O <=> HO2 + OH,0.00858323140084925,True,30
H + O + M <=> OH + M,0.00783074774318909,True,31
H2O + OH* <=> H2O + OH,0.005909889546549627,True,32
HCO + O <=> CO2 + H,0.005407243458320422,True,33
H + O2 <=> O + OH,0.004291242408436204,True,34
H + H2O2 <=> H2O + OH,0.003967822398364837,True,35
2 H + M <=> H2 + M,0.003947664812858265,True,36
H + HCO <=> CO + H2,0.0034622098032656467,True,37
2 OH <=> H2O + O,0.0023932541634359584,True,38
AR + OH* <=> AR + OH,0.0021513708319596666,True,39
H2O2 + OH <=> H2O + HO2,0.0009602451102224047,True,40
HCO + OH <=> CO + H2O,0.0007064109953211072,True,41
