equation,if,low_impact,rank
H + O2 <=> O + OH,0.16674582869737403,False,1
H + HO2 <=> H2 + O2,0.016784152373977648,False,2
H2 + O <=> H + OH,0.012471586725656236,True,3
H2 + OH <=> H + H2O,0.00860004275865976,True,4
2 H + M <=> H2 + M,0.006613591303905581,True,5
H + H2O2 <=> H2 + HO2,0.0017211324125425134,True,6
H + HO2 <=> 2 OH,0.0008054631053640724,True,7
H + O2 (+M) <=> HO2 (+M),0.0007318960974314853,True,8
H + O + M <=> OH + M,0.0006323945630485194,True,9
OH + OH* <=> 2 OH,0.0006199962539359781,True,10
H2O2 + OH <=> H2O + HO2,0.0005776019856615677,True,11
H2O2 + O <=> HO2 + OH,0.0005001777703119854,True,12
H2O2 (+M) <=> 2 OH (+M),0.00046285421896300177,True,13
C + O2 <=> CO + O,0.00045583471132761325,True,14
HCO + O <=> CO + OH,0.000455653490805507,True,15
2 HO2 <=> H2O2 + O2,0.0004487213564132785,True,16
CO + O (+M) <=> CO2 (+M),0.0004055638995923346,True,17
H + OH* <=> H + OH,0.000385118427457894,True,18
HCO + HO2 => CO2 + H + OH,0.0003666592811247013,True,19
H2 + OH* <=> H2 + OH,0.0003489796203069053,True,20
CO + O2 <=> CO2 + O,0.0003284125392431975,True,21
HCO + O <=> CO2 + H,0.0003093972923108736,True,22
CO + OH <=> CO2 + H,0.0003047704322536069,True,23
H + H2O2 <=> H2O + OH,0.00029408265319260816,True,24
HO2 + O <=> O2 + OH,0.0002921661238746947,True,25
AR + OH* <=> AR + OH,0.0002908510334946102,True,26
H + OH (+M) <=> H2O (+M),0.0002727692330091867,True,27
H2O + OH* <=> H2O + OH,0.00027094929667130366,True,28
HCO + O2 <=> CO + HO2,0.00027053909122994074,True,29
2 HCO => 2 CO + H2,0.00027001912751189376,True,30
O2 + OH* <=> O2 + OH,0.00020938501636670538,True,31
HCO + OH <=> CO + H2O,0.0001613608494195694,True,32
OH* <=> OH,0.00016045371366266604,True,33
H + HCO <=> CO + H2,0.0001496866272849118,True,34
C + OH <=> CO + H,0.0001476551256672086,True,35
HO2 + OH <=> H2O + O2,0.00012615118387021844,True,36
2 O + M <=> O2 + M,0.00011315737613795511,True,37
HCO + M <=> CO + H + M,0.00011174037055692032,True,38
CO + HO2 <=> CO2 + OH,0.00010600963958675646,True,39
2 OH <=> H2O + O,3.4948732684585554e-05,True,40
N2 + OH* <=> N2 + OH,1.352037162694119e-05,True,41
