equation,if,low_impact,rank
H + O2 <=> O + OH,0.20497997491191833,False,1
H + O2 (+M) <=> HO2 (+M),0.05096372055560327,False,2
H2 + O <=> H + OH,0.0286632285804357,False,3
H + HO2 <=> 2 OH,0.01203142415505694,True,4
H2 + OH <=> H + H2O,0.008316874343033291,True,5
2 H + M <=> H2 + M,0.0040411966755163125,True,6
H + HCO <=> CO + H2,0.003596088714646844,True,7
HCO + O <=> CO + OH,0.003179506896718805,True,8
C + OH <=> CO + H,0.0027038859609031436,True,9
HCO + O <=> CO2 + H,0.0026546163407801435,True,10
HO2 + O <=> O2 + OH,0.0025523835273663815,True,11
N2 + OH* <=> N2 + OH,0.002403519147510533,True,12
H2 + OH* <=> H2 + OH,0.0022801001845230064,True,13
H + O + M <=> OH + M,0.002277720395976127,True,14
H2O + OH* <=> H2O + OH,0.0020704796589383983,True,15
O2 + OH* <=> O2 + OH,0.0017954351634623137,True,16
H + HO2 <=> H2 + O2,0.0017872550625992708,True,17
CO + HO2 <=> CO2 + OH,0.0015260816114015263,True,18
CO + O (+M) <=> CO2 (+M),0.0014025704544056894,True,19
H2O2 (+M) <=> 2 OH (+M),0.0012908267509993726,True,20
H + H2O2 <=> H2 + HO2,0.00115339472425318,True,21
HO2 + OH <=> H2O + O2,0.0011471773230256597,True,22
H + OH (+M) <=> H2O (+M),0.0011390339026801659,True,23
HCO + HO2 => CO2 + H + OH,0.0008814165884969091,True,24
2 HO2 <=> H2O2 + O2,0.0008688003683438302,True,25
C + O2 <=> CO + O,0.0007585262480040965,True,26
OH + OH* <=> 2 OH,0.0006992369150651509,True,27
2 OH <=> H2O + O,0.00068452856528539,True,28
H2O2 + OH <=> H2O + HO2,0.0006089336572335273,True,29
CO + O2 <=> CO2 + O,0.0005615849473720027,True,30
HCO + M <=> CO + H + M,0.0005234856830114272,True,31
H + H2O2 <=> H2O + OH,0.0005111532741722008,True,32
H + OH* <=> H + OH,0.0003895364122325872,True,33
OH* <=> OH,0.0003414796290040378,True,34
H2O2 + O <=> HO2 + OH,0.00020544517930798682,True,35
CO + OH <=> CO2 + H,9.30734060076337e-05,True,36
HCO + OH <=> CO + H2O,7.59418682692914e-05,True,37
AR + OH* <=> AR + OH,6.221730038272319e-05,True,38
2 O + M <=> O2 + M,5.542482055428811e-05,True,39
2 HCO => 2 CO + H2,3.7501202165070545e-05,True,40
HCO + O2 <=> CO + HO2,2.1749452216401208e-06,True,41
