equation,if,low_impact,rank
H + O2 <=> O + OH,0.520342138302407,False,1
H + O2 (+M) <=> HO2 (+M),0.33560990406632607,False,2
H + HCO <=> CO + H2,0.045906314908864404,True,3
H2 + OH* <=> H2 + OH,0.043134891897786784,True,4
H + HO2 <=> 2 OH,0.04257165784601427,True,5
2 H + M <=> H2 + M,0.04181068584992956,True,6
H2O2 (+M) <=> 2 OH (+M),0.04080711086178333,True,7
HCO + O <=> CO + OH,0.040292236237884804,True,8
C + OH <=> CO + H,0.04014384776981662,True,9
H + OH (+M) <=> H2O (+M),0.038867836914780504,True,10
CO + HO2 <=> CO2 + OH,0.03584619173794018,True,11
N2 + OH* <=> N2 + OH,0.03580579521588281,True,12
HO2 + O <=> O2 + OH,0.03458852397667688,True,13
H2O + OH* <=> H2O + OH,0.03281973123799522,True,14
H2 + O <=> H + OH,0.03002654205533621,True,15
CO + O (+M) <=> CO2 (+M),0.029062694240052114,True,16
HCO + O <=> CO2 + H,0.02849316774430718,True,17
C + O2 <=> CO + O,0.028448320039010513,True,18
O2 + OH* <=> O2 + OH,0.025334869220700662,True,19
OH + OH* <=> 2 OH,0.022271531579480086,True,20
2 OH <=> H2O + O,0.01794593642733967,True,21
H + H2O2 <=> H2O + OH,0.0167459530470021,True,22
H + O + M <=> OH + M,0.01664624842944638,True,23
H + OH* <=> H + OH,0.016056714572539023,True,24
2 O + M <=> O2 + M,0.015608835996364598,True,25
2 HO2 <=> H2O2 + O2,0.01496977046311166,True,26
HCO + O2 <=> CO + HO2,0.014015466116506753,True,27
OH* <=> OH,0.012631295886378888,True,28
H + HO2 <=> H2 + O2,0.011197957065510824,True,29
HO2 + OH <=> H2O + O2,0.010888827269894583,True,30
H + H2O2 <=> H2 + HO2,0.009176639206627668,True,31
2 HCO => 2 CO + H2,0.009171870047388432,True,32
HCO + M <=> CO + H + M,0.008756805604165844,True,33
AR + OH* <=> AR + OH,0.00604526430532357,True,34
CO + O2 <=> CO2 + O,0.005277683511506134,True,35
H2O2 + O <=> HO2 + OH,0.004368309756426713,True,36
HCO + HO2 => CO2 + H + OH,0.004022352223357145,True,37
H2O2 + OH <=> H2O + HO2,0.003494985521462911,True,38
H2 + OH <=> H + H2O,0.00340476085927339,True,39
CO + OH <=> CO2 + H,0.003209738014993349,True,40
HCO + OH <=> CO + H2O,0.001114917100769719,True,41
