equation,if,low_impact,rank
H + O2 <=> O + OH,0.13357461835728288,False,1
H2 + O <=> H + OH,0.04968909748138694,False,2
H2 + OH <=> H + H2O,0.022591422895297558,False,3
H + O2 (+M) <=> HO2 (+M),0.01650684351612759,False,4
H + HO2 <=> H2 + O2,0.007616510759876894,True,5
H + HO2 <=> 2 OH,0.004639165116983158,True,6
H2O + OH* <=> H2O + OH,0.0013832168495691824,True,7
HCO + O <=> CO + OH,0.001204837713002858,True,8
H + O + M <=> OH + M,0.0011156552900015368,True,9
2 H + M <=> H2 + M,0.001091586737070388,True,10
C + OH <=> CO + H,0.001021840802541203,True,11
HCO + O <=> CO2 + H,0.0009629091322331479,True,12
CO + O (+M) <=> CO2 (+M),0.0009420596796859782,True,13
H + HCO <=> CO + H2,0.0008838791016653587,True,14
H2O2 + O <=> HO2 + OH,0.0008772976572913663,True,15
O2 + OH* <=> O2 + OH,0.0007044152737577311,True,16
2 HO2 <=> H2O2 + O2,0.0006718394725687407,True,17
H2 + OH* <=> H2 + OH,0.0006335486929421836,True,18
HO2 + OH <=> H2O + O2,0.0006175186442048994,True,19
2 OH <=> H2O + O,0.0006170361307608553,True,20
HCO + HO2 => CO2 + H + OH,0.0005858063591732691,True,21
HCO + OH <=> CO + H2O,0.00046891881846671955,True,22
N2 + OH* <=> N2 + OH,0.0004375470264323325,True,23
HO2 + O <=> O2 + OH,0.0004203171485527049,True,24
HCO + O2 <=> CO + HO2,0.00039214386131276174,True,25
OH* <=> OH,0.0003582804632340018,True,26
H + OH (+M) <=> H2O (+M),0.00035393633390807226,True,27
H + H2O2 <=> H2O + OH,0.00034127224700042916,True,28
2 O + M <=> O2 + M,0.00033376523279166233,True,29
AR + OH* <=> AR + OH,0.0003244158133109864,True,30
H + H2O2 <=> H2 + HO2,0.0003079394459987383,True,31
H2O2 (+M) <=> 2 OH (+M),0.00024263032012832435,True,32
H2O2 + OH <=> H2O + HO2,0.0002238235780671674,True,33
HCO + M <=> CO + H + M,0.00019511824641400868,True,34
CO + O2 <=> CO2 + O,0.00017824657841108125,True,35
2 HCO => 2 CO + H2,0.00014104348154336845,True,36
H + OH* <=> H + OH,0.00012761933365070056,True,37
CO + HO2 <=> CO2 + OH,7.097603742523684e-05,True,38
OH + OH* <=> 2 OH,1.2694445446179897e-05,True,39
CO + OH <=> CO2 + H,8.946380622534342e-06,True,40
C + O2 <=> CO + O,6.334279349681088e-06,True,41
