equation,if,low_impact,rank
H + O2 <=> O + OH,0.24861239268658453,False,1
H + O2 (+M) <=> HO2 (+M),0.14716212373885199,False,2
H2 + O <=> H + OH,0.058795027229616985,False,3
H + HO2 <=> 2 OH,0.027786375056447418,False,4
H2 + OH <=> H + H2O,0.027392809384560197,False,5
H + HCO <=> CO + H2,0.010587296847745634,True,6
HCO + O <=> CO + OH,0.009352152994124468,True,7
2 H + M <=> H2 + M,0.00912071615295389,True,8
C + OH <=> CO + H,0.008339274980423984,True,9
HO2 + O <=> O2 + OH,0.007890103735089577,True,10
HCO + O <=> CO2 + H,0.007723184851898358,True,11
N2 + OH* <=> N2 + OH,0.0075658246428153665,True,12
H2O + OH* <=> H2O + OH,0.0062142621600028,True,13
H2 + OH* <=> H2 + OH,0.006194898417404301,True,14
H2O2 (+M) <=> 2 OH (+M),0.0061551861655395265,True,15
CO + HO2 <=> CO2 + OH,0.0059921688353492715,True,16
HO2 + OH <=> H2O + O2,0.005774924104195972,True,17
O2 + OH* <=> O2 + OH,0.0054459352689469305,True,18
H + OH (+M) <=> H2O (+M),0.005011822748794784,True,19
H + O + M <=> OH + M,0.004688151873647645,True,20
CO + O (+M) <=> CO2 (+M),0.004060436999936455,True,21
OH + OH* <=> 2 OH,0.0034183966788414455,True,22
C + O2 <=> CO + O,0.0030942055880143577,True,23
H + HO2 <=> H2 + O2,0.0030859075486011685,True,24
H + OH* <=> H + OH,0.002933776372118219,True,25
H + H2O2 <=> H2 + HO2,0.0026790283979046966,True,26
H2O2 + OH <=> H2O + HO2,0.002658655080892003,True,27
2 OH <=> H2O + O,0.0026553083097170184,True,28
H + H2O2 <=> H2O + OH,0.002314199933771172,True,29
2 HO2 <=> H2O2 + O2,0.00198989950151269,True,30
OH* <=> OH,0.0016861086223044941,True,31
CO + O2 <=> CO2 + O,0.0015088226089527122,True,32
2 O + M <=> O2 + M,0.00103636467432797,True,33
2 HCO => 2 CO + H2,0.000933005713279297,True,34
HCO + M <=> CO + H + M,0.0008871674251922188,True,35
HCO + HO2 => CO2 + H + OH,0.0006648182756432327,True,36
HCO + O2 <=> CO + HO2,0.0005707909738262073,True,37
CO + OH <=> CO2 + H,0.0004323602873357551,True,38
HCO + OH <=> CO + H2O,0.0001690229512916447,True,39
H2O2 + O <=> HO2 + OH,4.451670767449933e-05,True,40
AR + OH* <=> AR + OH,5.735729437223257e-06,True,41
