equation,if,low_impact,rank
H + O2 <=> O + OH,0.9500355263565323,False,1
H + O2 (+M) <=> HO2 (+M),0.8928878110725655,False,2
H + HO2 <=> 2 OH,0.09655461435544994,False,3
H + HCO <=> CO + H2,0.05474962133421696,True,4
H + OH (+M) <=> H2O (+M),0.04957784747253482,True,5
H2 + O <=> H + OH,0.046711255159804295,True,6
H + HO2 <=> H2 + O2,0.03882942195422355,True,7
C + O2 <=> CO + O,0.03863588549396796,True,8
HO2 + OH <=> H2O + O2,0.03855723714624603,True,9
H + H2O2 <=> H2 + HO2,0.0377621468612339,True,10
H2O2 + OH <=> H2O + HO2,0.036945361017013616,True,11
2 HCO => 2 CO + H2,0.035640348002976066,True,12
2 OH <=> H2O + O,0.032207091368775746,True,13
HCO + OH <=> CO + H2O,0.03028589160738587,True,14
C + OH <=> CO + H,0.029202810129587232,True,15
H2O2 (+M) <=> 2 OH (+M),0.028489814280960105,True,16
H + H2O2 <=> H2O + OH,0.02765762837271632,True,17
HCO + O2 <=> CO + HO2,0.02726553878836583,True,18
HCO + O <=> CO + OH,0.022159642696171357,True,19
2 H + M <=> H2 + M,0.02168321851029713,True,20
O2 + OH* <=> O2 + OH,0.021669719158789416,True,21
HO2 + O <=> O2 + OH,0.018820929034701648,True,22
N2 + OH* <=> N2 + OH,0.01842810367088869,True,23
CO + OH <=> CO2 + H,0.018310911003504692,True,24
CO + O (+M) <=> CO2 (+M),0.017265179715184886,True,25
HCO + O <=> CO2 + H,0.016759210782059362,True,26
H + O + M <=> OH + M,0.01634096028919507,True,27
H2 + OH <=> H + H2O,0.014916342029597124,True,28
2 O + M <=> O2 + M,0.013425549573312585,True,29
AR + OH* <=> AR + OH,0.012558678940058632,True,30
H2 + OH* <=> H2 + OH,0.011709684622921789,True,31
CO + O2 <=> CO2 + O,0.01167594736240226,True,32
H + OH* <=> H + OH,0.011461544723579626,True,33
OH + OH* <=> 2 OH,0.00896772365604563,True,34
OH* <=> OH,0.00785271404511132,True,35
HCO + HO2 => CO2 + H + OH,0.005922436817747227,True,36
H2O2 + O <=> HO2 + OH,0.004427477980767512,True,37
CO + HO2 <=> CO2 + OH,0.0035617216422267834,True,38
H2O + OH* <=> H2O + OH,0.0025745694404614113,True,39
HCO + M <=> CO + H + M,0.0021336397224943405,True,40
2 HO2 <=> H2O2 + O2,0.0008394811393057991,True,41
