equation,if,low_impact,rank
H + O2 (+M) <=> HO2 (+M),0.36317298162481476,False,1
H + O2 <=> O + OH,0.3550960249316879,False,2
H + HO2 <=> 2 OH,0.06648887250594952,False,3
H2O2 (+M) <=> 2 OH (+M),0.05614043273886674,False,4
H + H2O2 <=> H2 + HO2,0.0494934837852835,False,5
H + HO2 <=> H2 + O2,0.039219811596552474,False,6
H2 + OH <=> H + H2O,0.036260573438606475,True,7
HO2 + O <=> O2 + OH,0.032927563396718124,True,8
CO + HO2 <=> CO2 + OH,0.0325477805369632,True,9
H + HCO <=> CO + H2,0.025729582592838543,True,10
C + OH <=> CO + H,0.023007408511457363,True,11
HCO + O <=> CO + OH,0.020138645978352562,True,12
HCO + O <=> CO2 + H,0.01767758691626145,True,13
HO2 + OH <=> H2O + O2,0.015063426340518547,True,14
O2 + OH* <=> O2 + OH,0.013987187191439375,True,15
H2 + O <=> H + OH,0.013566962540594488,True,16
2 HO2 <=> H2O2 + O2,0.010840986664796224,True,17
N2 + OH* <=> N2 + OH,0.009017404356945771,True,18
CO + O (+M) <=> CO2 (+M),0.008057795484184525,True,19
2 H + M <=> H2 + M,0.007849792623399387,True,20
OH + OH* <=> 2 OH,0.007764874002890116,True,21
CO + O2 <=> CO2 + O,0.00666094123336288,True,22
H2O + OH* <=> H2O + OH,0.005630296414361845,True,23
CO + OH <=> CO2 + H,0.004653322200939474,True,24
C + O2 <=> CO + O,0.004519431948482063,True,25
H + O + M <=> OH + M,0.004131965478162144,True,26
HCO + O2 <=> CO + HO2,0.003433632502027882,True,27
2 O + M <=> O2 + M,0.0033329968523865363,True,28
H + H2O2 <=> H2O + OH,0.003280702178118137,True,29
H2O2 + O <=> HO2 + OH,0.0029631030055910115,True,30
H2 + OH* <=> H2 + OH,0.002609754717466066,True,31
H2O2 + OH <=> H2O + HO2,0.002121678568256633,True,32
HCO + OH <=> CO + H2O,0.0018180358342461235,True,33
OH* <=> OH,0.001749604622213943,True,34
AR + OH* <=> AR + OH,0.0016171229450399574,True,35
H + OH* <=> H + OH,0.0015461748190944717,True,36
HCO + HO2 => CO2 + H + OH,0.001131638131951365,True,37
H + OH (+M) <=> H2O (+M),0.0009122876531254391,True,38
2 OH <=> H2O + O,0.0007538935396675744,True,39
HCO + M <=> CO + H + M,0.00046680315302970735,True,40
2 HCO => 2 CO + H2,0.00041506792499548627,True,41
