equation,if,low_impact,rank
CO + O2 <=> CO2 + O,0.20771277436919588,False,1
CO + OH <=> CO2 + H,0.028221974712015947,False,2
OH* <=> OH,0.026957582506571865,False,3
HCO + OH <=> CO + H2O,0.024791320702682536,False,4
HCO + O2 <=> CO + HO2,0.022932363687127564,False,5
HO2 + OH <=> H2O + O2,0.020949679387510484,False,6
O2 + OH* <=> O2 + OH,0.020858371364205465,False,7
H + OH* <=> H + OH,0.01925781796759087,True,8
2 HCO => 2 CO + H2,0.017873014365454843,True,9
N2 + OH* <=> N2 + OH,0.017463725534768656,True,10
CO + HO2 <=> CO2 + OH,0.016025343540594875,True,11
2 OH <=> H2O + O,0.01537859363724525,True,12
2 H + M <=> H2 + M,0.015132603410606522,True,13
H2 + O <=> H + OH,0.014840847661757407,True,14
CO + O (+M) <=> CO2 (+M),0.014477028404797952,True,15
2 HO2 <=> H2O2 + O2,0.013168959711000894,True,16
AR + OH* <=> AR + OH,0.010789492897518271,True,17
HCO + O <=> CO2 + H,0.01055481670216698,True,18
H + O2 (+M) <=> HO2 (+M),0.010437303322066327,True,19
2 O + M <=> O2 + M,0.010261345980558743,True,20
H2 + OH <=> H + H2O,0.010255716142368435,True,21
H + HO2 <=> 2 OH,0.009770673843301872,True,22
H2O + OH* <=> H2O + OH,0.009482056674074816,True,23
H2O2 + O <=> HO2 + OH,0.008928029586456316,True,24
H2O2 + OH <=> H2O + HO2,0.00874181937495446,True,25
H + HO2 <=> H2 + O2,0.008597325071470985,True,26
H2 + OH* <=> H2 + OH,0.00798589164105259,True,27
C + O2 <=> CO + O,0.00788221401836868,True,28
H + H2O2 <=> H2O + OH,0.007873731093619728,True,29
H + OH (+M) <=> H2O (+M),0.00772197859165522,True,30
HCO + O <=> CO + OH,0.007562848518668096,True,31
H + H2O2 <=> H2 + HO2,0.006403744174759642,True,32
H + O2 <=> O + OH,0.005806214078792772,True,33
HCO + M <=> CO + H + M,0.005457132050287562,True,34
HO2 + O <=> O2 + OH,0.004068947041034451,True,35
H + HCO <=> CO + H2,0.0036777987779603397,True,36
C + OH <=> CO + H,0.001932298954085785,True,37
H2O2 (+M) <=> 2 OH (+M),0.0018416413934929977,True,38
H + O + M <=> OH + M,0.0013467418368620409,True,39
HCO + HO2 => CO2 + H + OH,0.0011436543623685785,True,40
OH + OH* <=> 2 OH,0.0009636806313132799,True,41
