equation,if,low_impact,rank
H + O2 <=> O + OH,0.1229541773744485,False,1
H2 + O <=> H + OH,0.042462082744821876,False,2
H2 + OH <=> H + H2O,0.026262531237100702,False,3
H + HO2 <=> H2 + O2,0.01150793615568083,True,4
H + O + M <=> OH + M,0.0051601794058460234,True,5
H + O2 (+M) <=> HO2 (+M),0.002418751896924136,True,6
H + HO2 <=> 2 OH,0.0013844122604032732,True,7
HCO + HO2 => CO2 + H + OH,0.0011650987123563307,True,8
H2O2 + O <=> HO2 + OH,0.0010750171345035211,True,9
HCO + O <=> CO2 + H,0.0009321572683311073,True,10
H + H2O2 <=> H2O + OH,0.0008016571819855441,True,11
CO + OH <=> CO2 + H,0.0007487707216255266,True,12
HCO + O2 <=> CO + HO2,0.0006663537223769515,True,13
OH* <=> OH,0.0006298499860921952,True,14
OH + OH* <=> 2 OH,0.0006176034729772294,True,15
H2O + OH* <=> H2O + OH,0.0006159326523456416,True,16
2 HO2 <=> H2O2 + O2,0.0005823319647563929,True,17
H + H2O2 <=> H2 + HO2,0.0005563868266807121,True,18
2 H + M <=> H2 + M,0.0005217714184103551,True,19
HO2 + O <=> O2 + OH,0.00041079874133169523,True,20
HCO + OH <=> CO + H2O,0.0003416310736140481,True,21
2 OH <=> H2O + O,0.00030744024023806455,True,22
2 O + M <=> O2 + M,0.00030043844045990383,True,23
C + OH <=> CO + H,0.0002743962998553967,True,24
H + OH (+M) <=> H2O (+M),0.00025230206485143844,True,25
2 HCO => 2 CO + H2,0.00023666681878744468,True,26
O2 + OH* <=> O2 + OH,0.00022058794512530008,True,27
H + OH* <=> H + OH,0.00021924876972034656,True,28
H2O2 (+M) <=> 2 OH (+M),0.00014223535026233506,True,29
C + O2 <=> CO + O,0.0001406008669760924,True,30
CO + O2 <=> CO2 + O,0.0001162499513266827,True,31
CO + O (+M) <=> CO2 (+M),0.00010185653290564566,True,32
HCO + O <=> CO + OH,9.608576717240366e-05,True,33
H + HCO <=> CO + H2,8.231437526088973e-05,True,34
HO2 + OH <=> H2O + O2,8.020791272541332e-05,True,35
H2 + OH* <=> H2 + OH,4.507457917845694e-05,True,36
HCO + M <=> CO + H + M,3.3954832914932094e-05,True,37
AR + OH* <=> AR + OH,3.297339826809468e-05,True,38
H2O2 + OH <=> H2O + HO2,2.8324258718985087e-05,True,39
CO + HO2 <=> CO2 + OH,2.5176447103611056e-05,True,40
N2 + OH* <=> N2 + OH,2.1653973570802665e-05,True,41
