equation,if,low_impact,rank
H + O2 <=> O + OH,0.5352491884369919,False,1
H + O2 (+M) <=> HO2 (+M),0.4223221683388504,False,2
H2 + O <=> H + OH,0.07102874452153415,False,3
H + HO2 <=> 2 OH,0.0633072732343767,False,4
H + HCO <=> CO + H2,0.04557120078843818,False,5
C + OH <=> CO + H,0.04425648885200486,False,6
2 H + M <=> H2 + M,0.042044034622475523,False,7
HCO + O <=> CO + OH,0.041291811295807924,False,8
N2 + OH* <=> N2 + OH,0.03488443180346215,True,9
H2O2 (+M) <=> 2 OH (+M),0.03488352146699459,True,10
HO2 + O <=> O2 + OH,0.03423173835430452,True,11
HCO + O <=> CO2 + H,0.032956908275027744,True,12
O2 + OH* <=> O2 + OH,0.029600972726108704,True,13
H2O + OH* <=> H2O + OH,0.02790919358322292,True,14
H + OH (+M) <=> H2O (+M),0.026120158542524186,True,15
H2 + OH* <=> H2 + OH,0.025151085794998387,True,16
CO + HO2 <=> CO2 + OH,0.02299178726221555,True,17
H + HO2 <=> H2 + O2,0.021834244476818313,True,18
CO + O (+M) <=> CO2 (+M),0.02124848758808756,True,19
2 OH <=> H2O + O,0.019021932149809424,True,20
H + OH* <=> H + OH,0.018748083909645826,True,21
OH + OH* <=> 2 OH,0.017255274623282836,True,22
H + O + M <=> OH + M,0.0171009871227106,True,23
H2 + OH <=> H + H2O,0.015426353496460519,True,24
HO2 + OH <=> H2O + O2,0.01464887750485432,True,25
C + O2 <=> CO + O,0.014542778382539727,True,26
H + H2O2 <=> H2O + OH,0.014391078719619522,True,27
H + H2O2 <=> H2 + HO2,0.011949416445110895,True,28
CO + O2 <=> CO2 + O,0.011659161890659834,True,29
2 HO2 <=> H2O2 + O2,0.010989826346550885,True,30
2 HCO => 2 CO + H2,0.010658851959801964,True,31
2 O + M <=> O2 + M,0.008168288004960876,True,32
HCO + O2 <=> CO + HO2,0.008152486992518032,True,33
OH* <=> OH,0.008050278441861947,True,34
HCO + M <=> CO + H + M,0.00784211202475651,True,35
CO + OH <=> CO2 + H,0.007520847180924667,True,36
H2O2 + OH <=> H2O + HO2,0.005976975353291248,True,37
AR + OH* <=> AR + OH,0.0033950481189259224,True,38
H2O2 + O <=> HO2 + OH,0.0009599769869734824,True,39
HCO + OH <=> CO + H2O,0.0005663729448259658,True,40
HCO + HO2 => CO2 + H + OH,0.00020348160674234022,True,41
