equation,if,low_impact,rank
H + O2 (+M) <=> HO2 (+M),0.9437184652297612,False,1
H + O2 <=> O + OH,0.9104751778560876,False,2
H + HO2 <=> 2 OH,0.09523123153009763,False,3
H + H2O2 <=> H2 + HO2,0.05629544598204848,True,4
HCO + OH <=> CO + H2O,0.0539007830694929,True,5
H + HO2 <=> H2 + O2,0.04600133487441588,True,6
OH* <=> OH,0.045613458305708864,True,7
H2 + OH <=> H + H2O,0.03906739265831774,True,8
H2 + O <=> H + OH,0.03819325091312479,True,9
H2O + OH* <=> H2O + OH,0.037263333962963475,True,10
C + O2 <=> CO + O,0.035166800511362194,True,11
HCO + O <=> CO2 + H,0.03457228676155751,True,12
2 H + M <=> H2 + M,0.03447090995189563,True,13
2 OH <=> H2O + O,0.033878752740688925,True,14
H2O2 + OH <=> H2O + HO2,0.03191211300047201,True,15
CO + O (+M) <=> CO2 (+M),0.02863211243618287,True,16
HO2 + OH <=> H2O + O2,0.028216282404237864,True,17
H + HCO <=> CO + H2,0.026151125828431782,True,18
C + OH <=> CO + H,0.024162519229145786,True,19
2 HO2 <=> H2O2 + O2,0.0230690839749141,True,20
HCO + O <=> CO + OH,0.023046165961117915,True,21
H + OH* <=> H + OH,0.022855892269927222,True,22
H + OH (+M) <=> H2O (+M),0.022757315436685313,True,23
CO + OH <=> CO2 + H,0.021358892363958888,True,24
H + H2O2 <=> H2O + OH,0.020972322658411705,True,25
2 O + M <=> O2 + M,0.017860575003055264,True,26
HCO + M <=> CO + H + M,0.016225312830995337,True,27
CO + O2 <=> CO2 + O,0.013372830481145962,True,28
O2 + OH* <=> O2 + OH,0.011756668000182052,True,29
HCO + HO2 => CO2 + H + OH,0.010595709151177838,True,30
H2 + OH* <=> H2 + OH,0.009988711826806674,True,31
OH + OH* <=> 2 OH,0.00972240784616806,True,32
2 HCO => 2 CO + H2,0.009691338176432342,True,33
HO2 + O <=> O2 + OH,0.007743798296619017,True,34
HCO + O2 <=> CO + HO2,0.007224168993020904,True,35
H2O2 + O <=> HO2 + OH,0.006512866891751991,True,36
CO + HO2 <=> CO2 + OH,0.005603358925210095,True,37
H + O + M <=> OH + M,0.005583011258594086,True,38
AR + OH* <=> AR + OH,0.004118199360467341,True,39
N2 + OH* <=> N2 + OH,0.001262243534495325,True,40
H2O2 (+M) <=> 2 OH (+M),0.0008367471683666129,True,41
