equation,if,low_impact,rank
CO + O2 <=> CO2 + O,0.23500458854612322,False,1
AR + OH* <=> AR + OH,0.03793882478961082,False,2
HCO + O2 <=> CO + HO2,0.033861445547255835,False,3
H + HO2 <=> H2 + O2,0.030757615989859006,False,4
H2 + OH* <=> H2 + OH,0.028359796816828705,False,5
HCO + OH <=> CO + H2O,0.028137043211467108,False,6
HCO + O <=> CO2 + H,0.027463921860184693,False,7
H + H2O2 <=> H2 + HO2,0.027288357570946623,False,8
HO2 + O <=> O2 + OH,0.02479437825441429,False,9
HCO + O <=> CO + OH,0.02430605337342295,False,10
H + H2O2 <=> H2O + OH,0.02422979603067302,False,11
C + OH <=> CO + H,0.023313050538654224,True,12
C + O2 <=> CO + O,0.02329083843592697,True,13
2 H + M <=> H2 + M,0.023242928051024375,True,14
H + OH (+M) <=> H2O (+M),0.022519650913313923,True,15
H2O2 + O <=> HO2 + OH,0.020277384434165786,True,16
CO + OH <=> CO2 + H,0.019881949895332953,True,17
H2 + OH <=> H + H2O,0.01943202943141814,True,18
H2 + O <=> H + OH,0.01910870961029205,True,19
2 HO2 <=> H2O2 + O2,0.018450886935605874,True,20
OH* <=> OH,0.01590191354360401,True,21
H + HO2 <=> 2 OH,0.013958456348519131,True,22
H2O2 + OH <=> H2O + HO2,0.013644407326095587,True,23
2 O + M <=> O2 + M,0.012773852513611857,True,24
N2 + OH* <=> N2 + OH,0.01257624180188578,True,25
H2O + OH* <=> H2O + OH,0.012258205045572753,True,26
HCO + M <=> CO + H + M,0.011982991912577283,True,27
H + O + M <=> OH + M,0.011982434984733644,True,28
H + OH* <=> H + OH,0.011909650483341482,True,29
H2O2 (+M) <=> 2 OH (+M),0.01160299335082911,True,30
HCO + HO2 => CO2 + H + OH,0.011568231815283063,True,31
HO2 + OH <=> H2O + O2,0.011167987107521558,True,32
H + HCO <=> CO + H2,0.010608472740087808,True,33
CO + HO2 <=> CO2 + OH,0.0062185739459468484,True,34
2 HCO => 2 CO + H2,0.006069984234131493,True,35
H + O2 (+M) <=> HO2 (+M),0.005836163943498514,True,36
CO + O (+M) <=> CO2 (+M),0.005171719073003805,True,37
O2 + OH* <=> O2 + OH,0.0033127119165481805,True,38
H + O2 <=> O + OH,0.0028155460293267584,True,39
OH + OH* <=> 2 OH,0.0017200668018376127,True,40
2 OH <=> H2O + O,0.000468072197212402,True,41
