equation,if,low_impact,rank
H + O2 <=> O + OH,0.129345183385237,False,1
H2 + O <=> H + OH,0.031294677639818115,False,2
H2 + OH <=> H + H2O,0.02924575091114925,False,3
H + HO2 <=> H2 + O2,0.018259093732517478,False,4
2 H + M <=> H2 + M,0.003854730200210144,True,5
H + O + M <=> OH + M,0.003591155980368736,True,6
H + H2O2 <=> H2 + HO2,0.0015462589123639945,True,7
2 HO2 <=> H2O2 + O2,0.001471938375957496,True,8
H + OH (+M) <=> H2O (+M),0.0013286766789401194,True,9
H2O2 + O <=> HO2 + OH,0.0010015259452519987,True,10
H2O2 + OH <=> H2O + HO2,0.0009726567369718522,True,11
N2 + OH* <=> N2 + OH,0.000963282580080933,True,12
OH + OH* <=> 2 OH,0.0009389002322652247,True,13
H + HO2 <=> 2 OH,0.0008159038240725083,True,14
HCO + OH <=> CO + H2O,0.0008101605332997233,True,15
HCO + HO2 => CO2 + H + OH,0.0007881303843204016,True,16
H2O + OH* <=> H2O + OH,0.0006755741789301185,True,17
2 O + M <=> O2 + M,0.0006293283708762056,True,18
CO + HO2 <=> CO2 + OH,0.000530369427584864,True,19
HCO + M <=> CO + H + M,0.0004903907704703319,True,20
HCO + O <=> CO + OH,0.00045889221113597955,True,21
O2 + OH* <=> O2 + OH,0.00044260501144692804,True,22
HCO + O2 <=> CO + HO2,0.0004098273953417589,True,23
2 OH <=> H2O + O,0.0003872893439425451,True,24
OH* <=> OH,0.000351873188128183,True,25
H2 + OH* <=> H2 + OH,0.00033666839372130625,True,26
HO2 + O <=> O2 + OH,0.000316502226160318,True,27
CO + O (+M) <=> CO2 (+M),0.00031573618211135567,True,28
H2O2 (+M) <=> 2 OH (+M),0.0003047923161519448,True,29
C + O2 <=> CO + O,0.0002887647663044991,True,30
H + H2O2 <=> H2O + OH,0.00028026079711031065,True,31
2 HCO => 2 CO + H2,0.00028026074208519327,True,32
HCO + O <=> CO2 + H,0.000249751505673582,True,33
H + HCO <=> CO + H2,0.00022783209458927223,True,34
CO + OH <=> CO2 + H,0.00021791403707607261,True,35
HO2 + OH <=> H2O + O2,0.00018094071392035695,True,36
H + OH* <=> H + OH,0.00011908672461312968,True,37
CO + O2 <=> CO2 + O,0.00011142787769939795,True,38
AR + OH* <=> AR + OH,7.729068169665216e-05,True,39
C + OH <=> CO + H,5.276083539189395e-05,True,40
H + O2 (+M) <=> HO2 (+M),4.974103458246478e-05,True,41
