equation,if,low_impact,rank
H + O2 <=> O + OH,0.96981991434981,False,1
H + O2 (+M) <=> HO2 (+M),0.9127165465138378,False,2
H + HO2 <=> 2 OH,0.09509217985998604,True,3
H + HCO <=> CO + H2,0.055959504951974784,True,4
H + OH (+M) <=> H2O (+M),0.0527677216821859,True,5
H2 + O <=> H + OH,0.045462383431857906,True,6
C + O2 <=> CO + O,0.041096453587603346,True,7
HO2 + OH <=> H2O + O2,0.039091016638529937,True,8
H + H2O2 <=> H2 + HO2,0.038339668734044555,True,9
H + HO2 <=> H2 + O2,0.03832046841161482,True,10
H2O2 + OH <=> H2O + HO2,0.03800167036425108,True,11
2 HCO => 2 CO + H2,0.03797002226030364,True,12
2 OH <=> H2O + O,0.0342100316022484,True,13
HCO + OH <=> CO + H2O,0.03128776088737439,True,14
H + H2O2 <=> H2O + OH,0.029737966434344815,True,15
C + OH <=> CO + H,0.029558775767027597,True,16
HCO + O2 <=> CO + HO2,0.02867607017497939,True,17
H2O2 (+M) <=> 2 OH (+M),0.028560777686235363,True,18
O2 + OH* <=> O2 + OH,0.02187739270170506,True,19
HCO + O <=> CO + OH,0.02185539170678344,True,20
2 H + M <=> H2 + M,0.020581351636239777,True,21
CO + OH <=> CO2 + H,0.01914254703067433,True,22
CO + O (+M) <=> CO2 (+M),0.0190811320430425,True,23
HO2 + O <=> O2 + OH,0.01853000685929659,True,24
N2 + OH* <=> N2 + OH,0.017424601137365305,True,25
H + O + M <=> OH + M,0.01669115980016234,True,26
HCO + O <=> CO2 + H,0.01621804702601268,True,27
2 O + M <=> O2 + M,0.014626934907030207,True,28
H2 + OH <=> H + H2O,0.013962100144096363,True,29
AR + OH* <=> AR + OH,0.013214749845275138,True,30
H + OH* <=> H + OH,0.012937208503579432,True,31
CO + O2 <=> CO2 + O,0.01223154484885039,True,32
H2 + OH* <=> H2 + OH,0.011673354397278214,True,33
OH + OH* <=> 2 OH,0.009505489643989395,True,34
OH* <=> OH,0.008278707298143057,True,35
HCO + HO2 => CO2 + H + OH,0.00614070952904759,True,36
H2O2 + O <=> HO2 + OH,0.004566254269444305,True,37
CO + HO2 <=> CO2 + OH,0.00336162921014849,True,38
HCO + M <=> CO + H + M,0.002037403909058888,True,39
H2O + OH* <=> H2O + OH,0.0016807254189866476,True,40
2 HO2 <=> H2O2 + O2,0.0014613919922099605,True,41
