equation,if,low_impact,rank
CO + O2 <=> CO2 + O,0.1787698441914668,False,1
C + OH <=> CO + H,0.062226094776348495,False,2
H + O + M <=> OH + M,0.04051717331537463,False,3
HO2 + O <=> O2 + OH,0.0364125044901001,False,4
HO2 + OH <=> H2O + O2,0.03318126832902656,False,5
CO + O (+M) <=> CO2 (+M),0.03051077292161208,False,6
HCO + O <=> CO + OH,0.03026583363254757,False,7
OH* <=> OH,0.02756998559006106,False,8
H2O2 (+M) <=> 2 OH (+M),0.026218830653689296,False,9
H2O2 + OH <=> H2O + HO2,0.020410639820384113,False,10
2 O + M <=> O2 + M,0.019677446823018144,False,11
H + O2 (+M) <=> HO2 (+M),0.019468701475707863,False,12
H2O2 + O <=> HO2 + OH,0.018418341889559483,False,13
O2 + OH* <=> O2 + OH,0.018246015176149682,False,14
H2 + O <=> H + OH,0.017579876953059053,True,15
HCO + HO2 => CO2 + H + OH,0.01742457038429951,True,16
2 H + M <=> H2 + M,0.01695949288488994,True,17
H2 + OH <=> H + H2O,0.01607370015052357,True,18
HCO + OH <=> CO + H2O,0.014663975303281784,True,19
HCO + M <=> CO + H + M,0.013243028964086323,True,20
HCO + O2 <=> CO + HO2,0.011516819921855045,True,21
2 OH <=> H2O + O,0.009888929176467448,True,22
H + O2 <=> O + OH,0.009583990312782653,True,23
N2 + OH* <=> N2 + OH,0.009024038778817923,True,24
H2O + OH* <=> H2O + OH,0.008752059888112156,True,25
OH + OH* <=> 2 OH,0.008069737943739655,True,26
H + HCO <=> CO + H2,0.008045939131812866,True,27
H + OH* <=> H + OH,0.007880175521451536,True,28
CO + OH <=> CO2 + H,0.007315914937693804,True,29
H + HO2 <=> 2 OH,0.0072322484745108015,True,30
H2 + OH* <=> H2 + OH,0.00713380549655691,True,31
H + H2O2 <=> H2O + OH,0.007113870799178638,True,32
H + OH (+M) <=> H2O (+M),0.006858425294623153,True,33
CO + HO2 <=> CO2 + OH,0.005918361046776422,True,34
2 HCO => 2 CO + H2,0.005886367322660108,True,35
C + O2 <=> CO + O,0.005716187102703249,True,36
2 HO2 <=> H2O2 + O2,0.003862400927508752,True,37
HCO + O <=> CO2 + H,0.003439959153940348,True,38
H + H2O2 <=> H2 + HO2,0.002616246791774194,True,39
H + HO2 <=> H2 + O2,0.0010221102530465647,True,40
AR + OH* <=> AR + OH,0.0007026486172765265,True,41
