ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
3090.00,1012.00,8.54,57718.86,121620.95,179339.82,846.97,27.41
3386.00,1012.00,9.69,69306.62,34320.81,103627.42,643.82,19.01
1979.00,1028.00,9.61,23672.72,14762.64,38435.36,392.10,19.81
1282.00,1048.00,9.84,9389.41,4441.01,13830.42,235.21,18.35
1083.00,1055.00,9.93,5967.73,3037.57,9005.29,189.79,17.52
471.00,1087.00,10.01,617.29,690.82,1308.11,72.34,15.36
365.00,1100.00,9.57,370.71,511.37,882.07,59.40,16.27
240.00,1114.00,9.95,160.28,237.69,397.97,39.90,16.62
125.00,1154.00,10.21,43.48,62.29,105.77,20.57,16.45
96.00,1167.00,10.09,25.64,40.75,66.39,16.30,16.98
67.00,1203.00,9.94,12.49,14.70,27.19,10.43,15.57
