ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
1695.00,1063.00,14.30,17330.71,8740.73,26071.44,322.93,19.05
842.00,1090.00,13.60,2733.30,2046.82,4780.12,138.28,16.42
644.00,1117.00,13.30,1242.74,575.37,1818.11,85.28,13.24
546.00,1123.00,15.20,836.17,351.87,1188.04,68.94,12.63
472.00,1126.00,11.90,619.91,827.99,1447.90,76.10,16.12
395.00,1139.00,14.30,434.15,169.66,603.81,49.15,12.44
272.00,1158.00,14.70,205.87,83.77,289.63,34.04,12.51
265.00,1159.00,13.20,195.41,110.09,305.49,34.96,13.19
72.00,1221.00,15.70,14.42,14.47,28.89,10.75,14.93
25.00,1265.00,17.10,2.12,5.26,7.39,5.44,21.74
